ResponseId,ResponseId,Intersection: 0 = common; 1 = unique,Common app name,Trigger,Trigger String,Trigger Tokens,Action,Action Tokens,Frequency,Week,Time,Scheduled
r_sdzxdocunidjldj,r-sdzxdocunidjldj,1,,securityAlarm AND no one is home,securityAlarm AND no one is home,"<Security_Alarm-null,alarm-locationMode,siren_strobe-away>",email me the alarm information AND text me AND call me AND Lock the doors AND (turn on all of the lights AND set the lights to strobe blue and red) AND put the speaker on high volume to a random station AND turn on the Smart TV AND opened all of the blinds AND alert the police.,"<Door_Lock-Light_Bulb-Phone-Shades/Blinds-Smart_TV-Speaker,lock-colorValue-notification-contact-switch-volume,locked-fixed_value-notify-opened-on-fixed_value>",Few times in a year,Anytime,Anytime,Executed at random (e.g. |  every time I enter the room)
r_sdzxdocunidjldj,r-sdzxdocunidjldj,1,,family is on vacation AND it is morning,family is on vacation AND it is morning,"<null-null,locationMode-time,vacation-morning>",turn off Air Cooler AND opened shades AND turn on radio for 1 hour AND send sensor information in email,"<Air_Cooler-Audio_Player-Phone-Shades/Blinds,switch-switch-notification-contact,off-on-notify-opened>",Few times in a year,Anytime,Anytime,Executed at random (e.g. |  every time I enter the room)
r_sdzxdocunidjldj,r-sdzxdocunidjldj,1,,family is on vacation AND it is night,family is on vacation AND it is night,"<null-null,locationMode-time,vacation-night>",close shades AND turn on Lights for 4 hours AND turn on radio for 1 hour AND send sensor information in email,"<Audio_Player-Light_Bulb-Phone-Shades/Blinds,switch-switch-notification-contact,on-on-notify-closed>",Few times in a year,Anytime,Anytime,Executed at random (e.g. |  every time I enter the room)
r_sdzxdocunidjldj,r-sdzxdocunidjldj,1,,it is going to be cold tomorrow,it is going to be cold tomorrow,"<Weather_Station,cold,true>",send alert to my phone to bring a coat AND warm house up when needed,"<Phone-Thermostat,notification-thermostat,notify-auto>",Few times in a week (1-5/week),Anytime,Morning(6am- 11am) | Around noon(11am-1pm),Scheduled-time (e.g. |  brew coffee at 7 am)
r_sdzxdocunidjldj,r-sdzxdocunidjldj,1,,it is going to rain tomorrow,it is going to rain tomorrow,"<Weather_Station,rain,true>",remind me to bring an umbrella AND close my doors AND close my windows,"<Door_Lock-Phone-Shades/Blinds,lock-notification-contact,locked-notify-closed>",Few times in a week (1-5/week),Anytime,Morning(6am- 11am) | Night(8pm-6am),Scheduled-time (e.g. |  brew coffee at 7 am) | Executed at random (e.g. |  every time I enter the room)
r_1qrbcgnonzkg8rw,r-1qrbcgnonzkg8rw,1,,it is night AND the Open/Close Sensor is Open,it is night AND the Open/Close Sensor is Open,"<Contact_Sensor-null,contact-time,opened-night>",turn on an alarm,"<Security_Alarm,alarm,siren_strobe>",Few times in a day (1-5/day),Anytime,Night(8pm-6am),Executed at random (e.g. |  every time I enter the room)
r_1qrbcgnonzkg8rw,r-1qrbcgnonzkg8rw,0,Auto Humidity Vent,the Humidity Sensor is registering High,the Humidity Sensor is registering High,"<Humidity_Sensor,humidity,greater>",turn off the Smart Mirror,"<Smart_Mirror,switch,off>",Few times in a day (1-5/day),Anytime,Morning(6am- 11am),Executed at random (e.g. |  every time I enter the room)
r_1qrbcgnonzkg8rw,r-1qrbcgnonzkg8rw,1,,the Doorbell is triggered,the Doorbell is triggered,"<Doorbell,button,pushed>",turn on the Security Camera,"<Security_Camera,switch,on>",Few times in a week (1-5/week),Weekday,Afternoon(1pm-5pm) | Evening(5pm-8pm),Manually-triggered (e.g. |  a button press)
r_1iorc2uhqakwmcw,r-1iorc2uhqakwmcw,0,Smart turn it on,it is when my alarm is set to go off AND it is a weekday,it is when my alarm is set to go off AND it is a weekday,"<null,time,morning>",Coffee Maker switch on AND AND Thermostat setHeatingSetpoint +3 degrees AND Light Bulb setMode Morning,"<Coffee_Maker-Light_Bulb-Thermostat,switch-colorValue-thermostat,on-fixed_value-increased>",Few times in a week (1-5/week),Weekday,Morning(6am- 11am),Scheduled-time (e.g. |  brew coffee at 7 am)
r_1iorc2uhqakwmcw,r-1iorc2uhqakwmcw,0,BeaconThings Manager,Beacon Device senses phone presence outside front door AND it is weekday,Beacon Device senses phone presence outside front door AND it is weekday,"<Beacon_Device,presence,present>",Thermostat setHeatingSetPoint -3 degrees AND Light Bulb switch off AND Bread Maker switch on AND Bread Maker setCompletionTime 5 pm,"<Bread_Maker-Light_Bulb-Thermostat,switch-switch-thermostat,on-off-decreased>",Few times in a week (1-5/week),Weekday,Morning(6am- 11am),Executed at random (e.g. |  every time I enter the room)
r_1iorc2uhqakwmcw,r-1iorc2uhqakwmcw,0,BeaconThings Manager,Beacon Device senses phone presence outside front door AND it is evening,Beacon Device senses phone presence outside front door AND it is evening,"<Beacon_Device-null,presence-time,present-evening>",Thermostat setHeatingSetPoint +3 degrees AND Light Bulb switch on AND Bread Maker sessionStatus stop,"<Bread_Maker-Light_Bulb-Thermostat,switch-switch-thermostat,off-on-increased>",Few times in a week (1-5/week),Weekday,Afternoon(1pm-5pm),Executed at random (e.g. |  every time I enter the room)
r_2mzjport1hvxhfz,r-2mzjport1hvxhfz,0,Make It So,Away,Away,"<null,locationMode,away>",robot vacuum on,"<Robot_Vacuum,switch,on>",Few times in a week (1-5/week),Anytime,Anytime,Executed at random (e.g. |  every time I enter the room)
r_2mzjport1hvxhfz,r-2mzjport1hvxhfz,0,Make It So,Away,Away,"<null,locationMode,away>",AC off,"<Air_Conditioner,thermostat,off>",Few times in a week (1-5/week),Anytime,Anytime,Executed at random (e.g. |  every time I enter the room)
r_2mzjport1hvxhfz,r-2mzjport1hvxhfz,0,Make It So,Away,Away,"<null,locationMode,away>",Gas Stvoe off,"<Gas_Stove,switch,off>",Few times in a week (1-5/week),Anytime,Anytime,Executed at random (e.g. |  every time I enter the room)
r_2mzjport1hvxhfz,r-2mzjport1hvxhfz,0,Make It So,Away,Away,"<null,locationMode,away>",microwave/oven off,"<Microwave_Oven,switch,off>",Few times in a week (1-5/week),Anytime,Anytime,Executed at random (e.g. |  every time I enter the room)
r_2mzjport1hvxhfz,r-2mzjport1hvxhfz,0,Make It So,Away,Away,"<null,locationMode,away>",waterheat off,"<Water_Heater,switch,off>",Few times in a week (1-5/week),Anytime,Anytime,Executed at random (e.g. |  every time I enter the room)
r_2mzjport1hvxhfz,r-2mzjport1hvxhfz,1,,dust detect signal bad air quality,dust detect signal bad air quality,"<Air_Purifier,airQuality,lesser>",air purifier on,"<Air_Purifier,switch,on>",Few times in a week (1-5/week),Anytime,Anytime,Manually-triggered (e.g. |  a button press)
r_2mzjport1hvxhfz,r-2mzjport1hvxhfz,0,Smart turn it on,morning,morning,"<null,time,morning>",curtain/shades opened,"<Shades/Blinds,contact,opened>",Few times in a day (1-5/day),Weekday,Morning(6am- 11am),Scheduled-time (e.g. |  brew coffee at 7 am)
r_2mzjport1hvxhfz,r-2mzjport1hvxhfz,0,Smart turn it on,night,night,"<null,time,night>",curtain/shade close,"<Shades/Blinds,contact,closed>",Few times in a day (1-5/day),Anytime,Night(8pm-6am),Scheduled-time (e.g. |  brew coffee at 7 am)
r_20nebgwf7zysh3z,r-20nebgwf7zysh3z,0,Smart turn it on,it is 10:00 AM,it is 10:00 AM,"<null,time,morning>",opened Bedroom_Shade to a preset position AND unmute the speaker,"<Shades/Blinds-Speaker,threeAxis-mute,fixed_value-unmuted>",Few times in a week (1-5/week),Weekday,Morning(6am- 11am),Scheduled-time (e.g. |  brew coffee at 7 am)
r_20nebgwf7zysh3z,r-20nebgwf7zysh3z,0,Smart turn it on,it is 12:00 AM,it is 12:00 AM,"<null,time,night>",Turn the TV off AND Toggle bulb off,"<Light_Bulb-Smart_TV,switch-switch,off-off>",Few times in a week (1-5/week),Anytime,Night(8pm-6am),Scheduled-time (e.g. |  brew coffee at 7 am)
r_24q0mhp98xnrlwz,r-24q0mhp98xnrlwz,0,Smart turn it on,Air_Conditioner.swtch is off AND Time is 5:00pm,Air_Conditioner.swtch is off AND Time is 5:00pm,"<Air_Conditioner-null,thermostat-time,off-evening>",Air_Conditioner.swith = on,"<Air_Conditioner,thermostat,auto>",Few times in a day (1-5/day),Weekday,Morning(6am- 11am),Scheduled-time (e.g. |  brew coffee at 7 am)
r_24q0mhp98xnrlwz,r-24q0mhp98xnrlwz,0,Smart turn it on,Air_Conditioner.swtch is on AND Time is 9:00am,Air_Conditioner.swtch is on AND Time is 9:00am,"<Air_Conditioner-null,thermostat-time,auto-morning>",Air_Conditioner.swith = off,"<Air_Conditioner,thermostat,off>",Few times in a day (1-5/day),Weekday,Evening(5pm-8pm),Scheduled-time (e.g. |  brew coffee at 7 am)
r_24q0mhp98xnrlwz,r-24q0mhp98xnrlwz,1,,Air_Conditioner.swtch is on AND Air_Conditioner.temperature < 70F,Air_Conditioner.swtch is on AND Air_Conditioner.temperature < 70F,"<Air_Conditioner-Temperature_Sensor,thermostat-temperature,auto-lesser>",Air_Conditioner.airConditionerMode = heat,"<Air_Conditioner,thermostat,increased>",Few times in a day (1-5/day),Anytime,Not sure,Executed at random (e.g. |  every time I enter the room)
r_24q0mhp98xnrlwz,r-24q0mhp98xnrlwz,0,Smart turn it on,Coffee_Maker is off and Time is 7:00am,Coffee_Maker is off and Time is 7:00am,"<Coffee_Maker-null,switch-time,off-morning>",Coffee_Maker.switch = on,"<Coffee_Maker,switch,on>",Few times in a day (1-5/day),Weekday,Morning(6am- 11am),Scheduled-time (e.g. |  brew coffee at 7 am)
r_24q0mhp98xnrlwz,r-24q0mhp98xnrlwz,0,Light Follows Me,Living_room.Light_Bulb.switch = off and Living_room.motion_sensor.motion==True,Living_room.Light_Bulb.switch = off and Living_room.motion_sensor.motion==True,"<Light_Bulb-Motion_Sensor,switch-motion,off-detected>",Living_room.Light_Bulb.switch = on,"<Light_Bulb,switch,on>",Few times in a day (1-5/day),Weekday,Anytime,Manually-triggered (e.g. |  a button press)
r_24q0mhp98xnrlwz,r-24q0mhp98xnrlwz,0,Darken Behind Me,Living_room.Light_Bulb.switch = on and Living_room.motion_sensor.motion==False,Living_room.Light_Bulb.switch = on and Living_room.motion_sensor.motion==False,"<Light_Bulb-Motion_Sensor,switch-motion,on-not_detected>",Living_room.Light_Bulb.switch = off,"<Light_Bulb,switch,off>",Many times in a day (5+ /day),Anytime,Anytime,Manually-triggered (e.g. |  a button press)
r_24q0mhp98xnrlwz,r-24q0mhp98xnrlwz,0,Smart turn it on,Bread_Maker is off and Time is 7:00am,Bread_Maker is off and Time is 7:00am,"<Bread_Maker-null,switch-time,off-morning>",Bread_Maker.switch=On,"<Bread_Maker,switch,on>",Few times in a day (1-5/day),Weekday,Morning(6am- 11am),Scheduled-time (e.g. |  brew coffee at 7 am)
r_24q0mhp98xnrlwz,r-24q0mhp98xnrlwz,0,Turn It On When It Opens,Front_Yard.Open/Close_Sensor.contact is OFF,Front_Yard.Open/Close_Sensor.contact is OFF,"<Contact_Sensor,contact,opened>",Front_Yard.security_camera.image = take,"<Security_Camera,image,take>",Few times in a day (1-5/day),Weekday,Anytime,Manually-triggered (e.g. |  a button press)
r_1l3tvavdyzoaodc,,0,Auto Humidity Vent,,humidity is low,"<Humidity_Sensor,humidity,lesser>",turn on humidifier,"<Humidifier,switch,on>",Many times in a day (5+ /day),Anytime,Anytime,Executed at random (e.g. | every time I enter the room)
r_1l3tvavdyzoaodc,,1,,,someone enters the apartment/my room,"<Door_Sensor,contact,opened>",send me a notification,"<Phone,notification,notify>",Few times in a day (1-5/day),Weekday,Around noon(11am-1pm) | Afternoon(1pm-5pm) | Evening(5pm-8pm),Executed at random (e.g. | every time I enter the room)
r_1l3tvavdyzoaodc,,0,Bright When Dark And/Or Bright After Sunset,,it's 10pm,"<null,time,night>",dim the light to warmer color,"<Light_Bulb,colorValue,fixed_value>",Few times in a day (1-5/day),Weekday,Night(8pm-6am),Scheduled-time (e.g. | brew coffee at 7 am)
r_1l3tvavdyzoaodc,,1,,,stove is on for more than 2 hours,"<Gas_Stove-null,switch-timer,on-completed>",turn it off,"<Gas_Stove,switch,off>",Few times in a month,Not sure,Anytime,Executed at random (e.g. | every time I enter the room)
r_1l3tvavdyzoaodc,,1,,,blood pressure is not normal,"<Blood_Pressure_Monitor,pressure,greater>",let me know,"<Phone,notification,notify>",Few times in a year,Not sure,Not sure,Executed at random (e.g. | every time I enter the room)
r_1l3tvavdyzoaodc,,1,,,blood pressure is not normal,"<Blood_Pressure_Monitor,pressure,lesser>",let me know,"<Phone,notification,notify>",Few times in a year,Not sure,Not sure,Executed at random (e.g. | every time I enter the room)
r_1nc8gmtftyizeph,,0,Smart turn it on,,time=7 am,"<null,time,morning>",switch: on,"<Switches,switch,on>",Many times in a day (5+ /day),Weekday,Morning(6am- 11am),Scheduled-time (e.g. | brew coffee at 7 am)
r_1nc8gmtftyizeph,,0,Smart turn it on,,The time is 7 pm AND the switch is off,"<Switches-null,switch-time,off-evening>",Turn on the switch,"<Switches,switch,on>",Many times in a day (5+ /day),Weekday,Evening(5pm-8pm),Scheduled-time (e.g. | brew coffee at 7 am)
r_2ocbmvodknbqmff,,0,Smart turn it on,,time=10pm to 7 am,"<null,time,night>",airConditionerMode=cool | level=73 | lightBulb.level= 2,"<Air_Conditioner-Light_Bulb,thermostat-colorValue,auto-fixed_value>",Few times in a day (1-5/day),Anytime,Night(8pm-6am),Scheduled-time (e.g. | brew coffee at 7 am) | Executed at random (e.g. | every time I enter the room)
r_2ocbmvodknbqmff,,0,Smart Care - Detect Motion,,motionSensor.motion= true AND securityCamera.image,"<Motion_Sensor-Security_Camera,motion-image,detected-take>",google assistant scan image if image found then announce visitor through speaker,"<Smart_Assistant,notification,notify>",Many times in a day (5+ /day),Anytime,Anytime,Executed at random (e.g. | every time I enter the room)
r_2ocbmvodknbqmff,,1,,,time = 6pm to 9pm AND refrigerator.doorOpen= true,"<Refrigerator-null,contact-time,opened-evening>",play music on speaker,"<Speaker,switch,on>",Few times in a day (1-5/day),Anytime,Evening(5pm-8pm) | Night(8pm-6am),Executed at random (e.g. | every time I enter the room)
r_2ocbmvodknbqmff,,1,,,moistureSensor.water=dry,"<Moisture_Sensor,water,dry>",humidifier.switch= on,"<Humidifier,switch,on>",Few times in a week (1-5/week),Anytime,Anytime,Executed at random (e.g. | every time I enter the room)
,,118,,,,,,,,,,
,,0.430656934,,,,,,,,,,
