UserId,Number,ResponseId,Trigger,Trigger Devices Copy,Trigger Capabilities,Trigger variables copy,Action,Action Devices,Action Capabilities,Action Variables Copy,Action Inputs,Extra Comment,Frequency,Weeks,Time,Schedule,Execution Indicator,Trigger Conditions
19,164,r-d7vzlpkxh3zs3tp,Vacation AND door open triggers OR shock detected from windows,null && Door Sensor,locationMode && door,vacation-open,setAlarmMode both AND Notify owners AND Call Police OR Security Company,Security Alarm && Phone,alarm && notification,both-notify,alarm1.strobe() && notify_phone(),,FM,Anytime,anytime,Executed at random (e.g. |  every time I enter the room),"[[], [], [], [], [], [11, 20], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]",location.mode == 'Vacation' && (t_door1.door == 'opened' || t_shockSensor1.shock== 'detected')
19,165,r-d7vzlpkxh3zs3tp,weather is not raining OR between the months of November to February AND after 1:00 a.m.,Sprinkler,switch,on,turn on sprinklers.,Sprinkler,switch,on,switch1.on()," && (time.month >= ""November"" || time.month <= ""February"") && time >1300",MD,Anytime,anytime,Scheduled-time (e.g. |  brew coffee at 7 am),"[[3, 7, 8, 14, 15, 16], [], [], [2, 10, 18, 22], [0, 6, 7, 11, 15], [], [1, 5, 12, 14, 18, 21, 23], [], [2, 6, 17, 19, 21], [2, 3, 10, 17, 20], [], [], [], [9, 17, 18, 19, 21], [3, 5, 10, 18, 20, 22, 23], [0, 4, 9, 10, 12, 19, 20], [1, 3, 11, 15, 17, 23], [1, 3, 7, 10, 11, 14, 17, 18, 21], [], [1, 3, 4, 6, 9, 14, 19, 21], [6, 13, 14, 17, 18], [], [1, 3, 7, 13, 16, 22], [], [6, 13, 21, 22], [], [0, 2, 7, 8, 9, 15, 17, 22, 23], []]",t_switch1.switchState.getValue() == 'on'
20,166,r-2qffk7vxak9ynuv,motion sensor does not detect any humans,Motion Sensor,motion,inactive,turn off all the lights using switches |  turn off the Air Conditioner |  Fan,Light Bulb && Air Conditioner && Fan,switch && thermostat && switch,off-off-off,switch1.off() && thermostat1.off() && switch2.off(),,FD,Weekday,"11-13,13-17",Executed at random (e.g. |  every time I enter the room),"[[12, 14, 15], [], [], [12, 13], [11, 12, 16], [12, 15, 16], [], [11, 14, 15], [11, 15], [], [11, 12, 13, 15], [11, 16], [], [], [11, 15], [], [11, 15], [11, 12, 14, 15], [12, 13, 15], [], [11, 13], [11, 13, 15], [], [11, 12, 15], [], [12, 13], [11, 12, 15], []]",t_motionSensor1.motion == 'inactive'
20,167,r-2qffk7vxak9ynuv,blood pressure monitor reads high or low bp,Blood Pressure Monitor,pressure,greater,notify user and switch scene and play music,Switches && Audio Player,switch && switch,on-on,switch1.on() && switch2.on() && notify_phone(),,FM,Weekday,17-20,Executed at random (e.g. |  every time I enter the room),"[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [17, 18, 19], [], [], [], [], [], [], [], []]",t_switch1.switchState.getValue() == 'on'
20,168,r-2qffk7vxak9ynuv,dust detector detects high dust levels,Dust Detector,dustLevel,greater,call housekeeper,Phone,notification,notify,notify_phone(),,FM,Anytime,anytime,Executed at random (e.g. |  every time I enter the room),"[[], [], [], [], [], [], [], [], [], [], [], [], [], [7, 10, 11], [], [], [], [], [], [], [], [], [], [], [], [], [], []]",t_dustSensor1.dustLevel > 5
20,169,r-2qffk7vxak9ynuv,sleep monitor detects me sleeping,Sleep Monitor,sleeping,sleeping,use air conditioner to maintain temperature of 70 in the summer and 75 in the winter,Air Conditioner,thermostat,auto,thermostat1.auto(),,FW,Anytime,"6-11,20-6",Executed at random (e.g. |  every time I enter the room),"[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [10, 21, 23], [], [], [], [], [], [], []]",t_sleepSensor1.sleeping == 'sleeping'
21,170,r-uu0gjxdhptjodkl,CO Detector carbonMonoxide is above 30 AND Gas Sensor is above 30,CO Detector && Gas Sensor,smoke && odorLevel,detected-greater,switch on the speaker AND playTrack in the speaker AND switch on Light Bulb AND setColorValue of Light Bulb red,Speaker && Light Bulb,switch && colorValue,on-fixed_number,switch1.on() && switch2.on() && switch2.setHue(25),,NS,Anytime,anytime,Executed at random (e.g. |  every time I enter the room),"[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [20], [], [7, 8, 16], [], [], [], [], [12]]",t_carbonMonoxideDetector1.carbonMonoxideState.getValue() =='detected' && t_odorSensor1.odorLevel > 5
21,171,r-uu0gjxdhptjodkl,will rain today,Light Bulb,switch,on,switch on Light Bulb AND setColorValue of Light Bulb blue,Light Bulb,colorValue,fixed_number,switch1.on() && switch1.setHue(25),,FW,Anytime,anytime,Executed at random (e.g. |  every time I enter the room),"[[], [], [], [], [], [2, 9, 13, 18], [10, 13], [], [], [], [], [], [], [], [], [], [], [], [], [], [6, 8], [], [], [], [], [], [], [9]]",t_switch1.switchState.getValue() == 'on'
21,172,r-uu0gjxdhptjodkl,Car Automation presence is True and Button is pressed,Car Automation && Button,presence && button,present-pushed,Garage Door Opener door open,Garage Door Opener,door,open,doorControl1.open(),,FD,Weekday,"6-11,17-20",Manually-triggered (e.g. |  a button press),"[[7, 9, 19], [7, 8, 17, 19], [8, 9, 17], [6, 7, 19], [], [], [], [], [7, 10, 17], [8, 10, 17, 19], [6, 10, 19], [], [7, 8, 17, 19], [6, 7, 18], [6, 19], [8, 18], [9, 17, 18], [], [], [], [8, 9, 18, 19], [7, 17], [7, 17, 19], [6, 17, 18], [], [10, 19], [], [6, 17, 18]]",t_presenceSensor1.presenceState.getValue() == 'present' && t_button1.button == 'pushed'
21,173,r-uu0gjxdhptjodkl,Kitchen_Motion Sensor detects motion,Motion Sensor,motion,active,switch on Kitchen_Light Bulb,Light Bulb,switch,on,switch1.on(),,MD,Anytime,"6-11,17-20,20-6",Executed at random (e.g. |  every time I enter the room),"[[0, 3, 6, 8, 18], [1, 4, 8, 17, 18], [], [], [0, 1, 4, 7, 17, 18], [], [8, 9, 17, 18, 19, 21], [], [], [3, 6, 7, 17, 21, 23], [], [1, 4, 9, 17, 18], [], [], [], [2, 8, 10, 18], [2, 6, 9, 17, 19, 22], [], [3, 6, 7, 8, 17, 21], [6, 17, 18, 22, 23], [9, 18, 19, 20, 23], [3, 9, 10, 17], [4, 7, 18, 21, 23], [1, 5, 6, 9, 17, 18, 19], [], [], [], [3, 6, 8, 17, 19]]",t_motionSensor1.motion == 'active'
21,174,r-uu0gjxdhptjodkl,Mode mode is Away,null,locationMode,away,switch on Security Camera,Security Camera,switch,on,switch1.on(),,NS,Weekend,anytime,Executed at random (e.g. |  every time I enter the room),"[[], [], [6, 7, 10, 21], [], [], [], [], [], [], [0, 8, 19, 23], [0, 19], [], [], [], [12, 13, 15, 22], [], [1, 18], [], [], [], [], [], [], [], [], [1, 9, 19], [9, 22, 23], []]",location.mode == 'away'
21,175,r-uu0gjxdhptjodkl,Mode mode is Away,null,locationMode,away,switch on Robot Vacuum AND Robot Vacuum robotCleanerTurboMode on,Robot Vacuum,switch,on,switch1.on(),,FW,Weekday,anytime,Scheduled-time (e.g. |  brew coffee at 7 am),"[[], [], [], [], [], [], [4, 14], [], [], [], [], [], [], [], [], [], [], [], [], [4, 5, 12, 18], [], [], [], [], [], [], [], [4, 8, 21]]",location.mode == 'away'
22,177,r-2vk9yonaxojazgc,Thermostat.temperature < 72,Thermostat,temperature,lesser,Air Conditioner.setAirConditionerMode=heat,Air Conditioner,thermostat,heat,thermostat1.setHeatingSetpoint(80),,MD,Not sure,anytime,Executed at random (e.g. |  every time I enter the room),"[[], [], [], [], [0, 8, 9, 11, 21, 23], [0, 2, 3, 6, 14, 15, 21], [0, 6, 9, 12, 13, 14, 19, 23], [0, 5, 9, 15, 19], [8, 14, 18, 21, 22, 23], [], [3, 4, 5, 6, 16, 20], [], [], [], [2, 11, 17, 20, 22, 23], [], [0, 8, 12, 18], [], [], [], [], [6, 8, 10, 12, 15, 18, 22, 23], [1, 4, 13, 18, 23], [], [], [], [0, 1, 15, 17, 18, 19], []]",t_thermostat1.currentTemperature.toInteger() < 72
22,178,r-2vk9yonaxojazgc,Thermostat.temperature > 78,Thermostat,temperature,greater,Air Conditioner.setAirConditionerMode=cool,Air Conditioner,thermostat,cool,thermostat1.setHeatingSetpoint(60),,MD,Not sure,anytime,Executed at random (e.g. |  every time I enter the room),"[[4, 9, 13, 15, 21], [], [3, 4, 9, 17], [], [], [], [0, 4, 6, 7, 12, 17, 22], [], [3, 4, 7, 13, 18], [], [], [], [4, 7, 8, 16, 17, 19, 20, 21, 22, 23], [], [0, 2, 5, 6, 8, 10, 14, 16, 23], [], [7, 11, 12, 17, 20], [], [1, 3, 6, 10, 12], [1, 4, 6, 7, 11, 12, 15, 16], [], [], [], [], [], [2, 4, 9, 20, 21], [], []]",t_thermostat1.currentTemperature.toInteger() > 78
22,179,r-2vk9yonaxojazgc,"Time.time==""Sunset""",Evening,switch,on,"start a process of gradually dimming the ""Light Bulb"" intensity",Light Bulb,colorValue,fixed_number,switch1.off(),,FD,Not sure,20-6,Scheduled-time (e.g. |  brew coffee at 7 am),"[[], [2, 22], [2, 21], [], [3, 21], [20], [1, 20], [21], [4, 5, 21, 22, 23], [23], [], [2, 3], [1], [2, 4, 20, 23], [3], [], [], [], [1, 5, 23], [1, 2, 5, 23], [1, 4, 5, 21], [], [], [], [], [1, 22], [], []]",t_switch1.switchState.getValue() == 'on'
22,180,r-2vk9yonaxojazgc,Mode.mode==Night,null,locationMode,night,Air Conditioner.switch=off,Air Conditioner,thermostat,cool,thermostat1.setCoolingSetpoint(70),,FD,Not sure,20-6,Scheduled-time (e.g. |  brew coffee at 7 am),"[[0], [], [0, 2, 3, 20], [], [], [2, 3, 5], [], [], [23], [4, 21], [], [4, 22], [], [1, 2, 3], [21], [], [23], [0, 1, 2, 22], [2, 4, 20, 21, 23], [], [0, 1, 20], [0, 2, 20], [2, 3, 5, 20], [], [], [], [], [2, 5, 22, 23]]",location.mode == 'night'
22,181,r-2vk9yonaxojazgc,Mode.mode==Night AND Glass Break Detector.shock,null && Glass Break Detector,locationMode && shock,night-detected,Security Alarm.alarm=both,Security Alarm,alarm,both,alarm1.strobe(),,FM,Not sure,20-6,Manually-triggered (e.g. |  a button press),"[[], [], [], [], [], [], [], [], [], [], [], [], [1, 22], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [2, 4, 22]]",location.mode == 'night' && t_shockSensor1.shock == 'detected'
22,182,r-2vk9yonaxojazgc,Mode.mode==Away AND Glass Break Detector.shock,null && Glass Break Detector,locationMode && shock,away-detected,Security Alarm.alarm=both AND send sms/email notification,Security Alarm && Phone,alarm && notification,both-notify,alarm1.strobe() && notify_phone(),,FM,Not sure,anytime,Manually-triggered (e.g. |  a button press),"[[], [], [], [], [], [], [], [], [0,2], [], [], [], [], [], [], [], [22], [], [], [], [], [], [3], [], [], [], [], []]",location.mode == 'night' && t_shockSensor1.shock == 'detected'
23,183,r-qve1jdont5blk9p,"it is 6am AND the external_factor of  ""Weather Station"" is rainy_day",Morning && Weather Station,switch && rain,on-on,notify_mobile_sms,Phone,notification,notify,notify_phone(),,FD,Anytime,11-Jun,Scheduled-time (e.g. |  brew coffee at 7 am),"[[], [6], [6], [6], [6], [], [], [], [6], [6], [], [6], [], [6], [], [6], [6], [], [], [6], [6], [], [], [6], [6], [], [], [6]]
",t_switch1.switchState.getValue() == 'on'
23,184,r-qve1jdont5blk9p,"it is later 9:00 pm AND device ""Audio Player"" is on",Night && Audio Player,switch && switch,on-on,Set the max volume of device to 50%,Audio Player,volume,fixed_number,volume1.volume(50),,FD,Anytime,20-6,Executed at random (e.g. |  every time I enter the room),"[[0, 1], [], [22], [], [], [], [4], [], [], [4, 22], [2, 5, 20, 21], [], [], [0, 2, 3, 4], [2, 5, 23], [3, 4, 20, 21], [0, 3, 5, 21, 22], [], [4], [22], [2, 22, 23], [], [3], [1, 4, 21], [21, 22], [1], [3, 22], []]",t_switch1.switchState.getValue() == 'on'
23,185,r-qve1jdont5blk9p,"it is vacation mode AND device ""Security Camera"" is off",null && Security Camera,locationMode && switch,vacation-off,switch device on,Security Camera,switch,on,switch1.on(),,NS,Anytime,anytime,Executed at random (e.g. |  every time I enter the room),"[[], [], [0, 15, 17], [], [], [], [2, 15, 16, 20], [], [], [], [], [], [3, 4, 13, 19, 22], [], [], [], [], [], [], [], [], [1, 22], [4, 11, 15, 17], [], [], [], [], []]",t_switch1.switchState.getValue() == 'off'
23,186,r-qve1jdont5blk9p,geo_location is away,null,locationMode,away,"switch device ""Security Camera"" on",Security Camera,switch,on,switch1.on(),,FD,Anytime,anytime,Executed at random (e.g. |  every time I enter the room),"[[11, 18, 20, 21], [], [0, 5, 6, 16, 20], [], [], [3, 14, 19, 20], [], [20, 23], [], [2, 6, 12, 15], [0, 7, 15], [10, 14, 16], [], [3, 4, 12, 16, 19], [11, 22], [10, 11], [0, 1, 15, 21], [], [], [], [], [], [], [], [11], [2, 4, 13, 16], [1, 4], [20]]",location.mode == 'away'
24,187,r-2qrfx322k6h4h84,AirPurifier.airQuality is bad,Air Purifier,airQuality,lesser,AirPuritfier.switch off,Air Purifier,switch,off,switch1.off(),,FW,Not sure,not sure,Executed at random (e.g. |  every time I enter the room),"[[], [], [], [], [], [], [], [], [], [], [], [], [8, 16, 18], [4, 14, 21], [], [], [], [], [], [], [], [], [], [], [], [], [], [4, 7, 14, 23]]",t_airQualitySensor1.airQuality >5
24,188,r-2qrfx322k6h4h84,LivingRoom_SceneSwitch.button[off] is pressed,Switches,switch,off,Smart TV.swith=off AND LivingRoom.LighBulb.switch off,Smart TV && Light Bulb,switch && switch,off-off,switch1.off() && switch2.off(),,FD,Anytime,"17-20,20-6",Manually-triggered (e.g. |  a button press),"[[], [18, 22], [3, 5, 17, 18], [], [5, 18], [19, 20, 23], [], [1, 17, 20], [0, 1, 18, 19], [], [3, 18], [3, 17, 23], [], [0, 18, 19], [], [4, 18, 19], [17, 23], [4, 5, 18, 19], [], [], [17, 19, 21], [1, 17, 19, 20], [4, 17, 18], [19, 23], [1, 4, 17, 19], [1, 19], [3, 18, 20], [17, 19, 20]]",t_switch1.switchState.getValue() == 'off'
24,189,r-2qrfx322k6h4h84,Bedroom_SceneSwitch.button[off] is pressed,Switches,switch,off,Bedroom.LighBulb.switch off,Light Bulb,switch,off,switch1.off(),,FD,Anytime,"17-20,20-6",Manually-triggered (e.g. |  a button press),"[[], [], [3, 19], [], [], [], [], [17, 22], [18, 19, 22], [5, 19], [0, 18], [18, 23], [], [], [0, 18, 19], [1, 17], [], [0, 3, 17, 18], [5, 17, 18], [], [18, 19, 20], [1, 2, 17, 19], [0, 18, 23], [5, 17], [], [], [], [4, 17, 19, 23]]",t_switch1.switchState.getValue() == ' off'
24,190,r-2qrfx322k6h4h84,SetAwayMode_Button.button is pressed,Button,button,pushed,LivingRoom_SceneSwitch.button press off AND Bedroom_SceneSwitch.button press off AND AirPurifier.switch off,Scene_Switch && AirPurifier,switch && switch,off-off,switch1.off() && switch2.off(),,FD,Anytime,11-Jun,Manually-triggered (e.g. |  a button press),"[[], [6, 8], [], [], [7, 9, 10], [], [], [6, 7, 10], [], [7, 9, 10], [8, 9, 10], [8], [6, 7, 9], [6, 7, 8], [7, 8], [6], [], [7], [7, 9], [10], [9, 10], [7, 10], [6, 9, 10], [], [], [7], [], [6, 7, 9]]",t_button1.button == 'pushed'
25,191,r-3ipotbc3nlghkjp,The house temperature reads higher than 70 degrees,Temperature Sensor,temperature,greater,turn on the air conditioner device until the temperature is below 70 degrees.,Air Conditioner,thermostat,cool,thermostat1.setCoolingSetpoint(70),,MD,Anytime,"11-13,13-17",Executed at random (e.g. |  every time I enter the room),"[[], [12, 15], [], [], [11, 12, 13], [11, 12, 13, 15, 16], [], [], [12, 13], [], [], [11, 12, 13, 15], [11, 12, 14, 15], [11, 12, 14, 16], [11, 12, 13, 14, 15], [11, 14], [], [11, 13, 16], [], [], [], [], [], [11, 15, 16], [], [11, 12, 13, 15], [], []]",t_temperatureMeasurement1.currentTemperature.toInteger() > 70
25,192,r-3ipotbc3nlghkjp,The air is measured by the air cooler to be higher than 70 degrees,Air Cooler,temperature,greater,turn the air cooler device on for 1 hour,Air Cooler,switch,on,thermostat1.auto(),,MD,Anytime,"11-13,13-17",Executed at random (e.g. |  every time I enter the room),"[[], [11, 12, 14], [11, 13, 14, 15], [], [], [11, 12, 13], [], [], [11, 14], [], [11, 16], [11, 12, 14, 15, 16], [11, 12, 14, 16], [11, 12, 13, 14, 15], [], [], [12, 15], [], [], [11, 12, 16], [11, 12, 13, 16], [], [], [], [], [11, 12, 13, 15], [11, 12, 15, 16], []]",t_temperatureMeasurement1.currentTemperature.toInteger() > 70
25,193,r-3ipotbc3nlghkjp,The clothes in the clothes dryer are wet,Clothes Dryer,water,wet,set the dryer mode to low heat and turn on the state of the clothes dryer device to ready,Clothes Dryer,dryerMode,fixed_state,dryerMode1.setDryerMode('lowHeat'),time == 700,FW,Weekend,17-20,Executed at random (e.g. |  every time I enter the room),"[[], [], [], [], [], [17, 18], [18], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [18], [17, 18]]",t_waterSensor1.water=='wet'
25,194,r-3ipotbc3nlghkjp,the time is 7:00 a.m,Morning,switch,on,turn on the coffee maker and brew 3 cups of coffee,Coffee Maker,switch,on,switch1.on(),time == 2100,FW,Anytime,11-Jun,Scheduled-time (e.g. |  brew coffee at 7 am),"[[], [], [], [], [], [], [7], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [7], [7]]",t_switch1.switchState.getValue() == 'on'
25,195,r-3ipotbc3nlghkjp,the time is 9:00 p.m,Night,switch,on,turn on the bedroom fan device to a medium speed until 9 a.m,Fan,fanSpeed,fixed_number,switch1.on() && switch1.setFanSpeed(5),"time == 1800 && (time.month >= ""May"" && time.month <= ""August"")",FW,Anytime,20-6,Scheduled-time (e.g. |  brew coffee at 7 am),"[[], [], [], [], [], [21], [], [], [], [], [], [], [21], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]",t_switch1.switchState.getValue() == 'on'
25,196,r-3ipotbc3nlghkjp,the time is 6:00 p.m AND the date is between May and August,Evening,switch,on,turn on the sprinkler device for 1 hour.,Sprinkler,switch,on,switch1.on(),,NS,Weekday,17-20,Scheduled-time (e.g. |  brew coffee at 7 am),"[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [17, 18], [], [18], [], [], []]",t_switch1.switchState.getValue() == 'on'
25,197,r-3ipotbc3nlghkjp,the dishwasher detects a weight greater than 10 pounds between both racks of the washer,Dishwasher,weight,greater,set the state of the dishwasher to ready,Dishwasher,dishwasherMode,fixed_state,dishwasherMode.setMachineState('ready'),,FD,Anytime,"17-20,20-6",Executed at random (e.g. |  every time I enter the room),"[[0, 19, 20], [17, 18, 20, 22], [17, 23], [], [], [], [], [], [18, 19, 21, 23], [], [], [], [], [], [], [], [], [], [], [18, 19, 20], [], [], [], [], [2, 17, 19, 20], [], [], [4, 5, 18, 19]]",t_switch1.switchState.getValue() == 'on'
25,198,r-3ipotbc3nlghkjp,the time is 10 p.m AND a code has not been entered to the Door Lock device,Night && Door Lock,switch && lock,on-unlocked,lock all exterior doors to the house.,Door Lock,lock,lock,lock1.lock(),,FW,Anytime,20-6,Scheduled-time (e.g. |  brew coffee at 7 am),"[[], [], [], [], [], [], [], [], [], [], [], [], [], [3], [], [], [], [], [], [], [], [], [], [], [], [], [], []]",t_lock1.lock == 'unlocked'
26,204,r-2qjrtmibdxbo1cq,9:00 in the morning,Morning,switch,on,Turn the coffee machine on,Coffee Maker,switch,on,switch1.on(),,FW,Anytime,11-Jun,Scheduled-time (e.g. |  brew coffee at 7 am),"[[], [], [], [], [], [], [7, 8, 9], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [6, 7]]",t_switch1.switchState.getValue() == 'on'
26,205,r-2qjrtmibdxbo1cq,9:30,Morning,switch,on,Turn the coffee machine off,Coffee Maker,switch,off,switch1.off(),,FW,Anytime,11-Jun,Scheduled-time (e.g. |  brew coffee at 7 am),"[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [7, 10], [6, 8, 9, 10], [], [], [], [], [], [], []]",t_switch1.switchState.getValue() == 'on'
27,207,r-dbdobkkronxgv05,the water leak detector detects water,Water Leak Detector,water,wet,send a text to my phone,Phone,notification,notify,notify_phone(),,NS,Anytime,anytime,Executed at random (e.g. |  every time I enter the room),"[[], [], [], [], [], [8], [4, 10, 12, 22], [], [], [], [], [], [4, 17], [], [], [], [3, 19], [], [], [], [], [], [], [], [], [], [], [2, 8, 20]]",t_waterSensor1.water == 'wet'
27,208,r-dbdobkkronxgv05,it is night and the temperature drops below 32 degrees,Night && Temperature Sensor,switch && temperature,on-lesser,turn on the heater,Heater,switch,on,switch1.on(),,FM,Anytime,20-6,Scheduled-time (e.g. |  brew coffee at 7 am),"[[], [], [], [], [], [], [], [], [], [], [], [], [], [4, 5, 20], [], [], [], [], [], [], [], [], [], [], [], [], [], []]",t_temperatureMeasurement1.currentTemperature.toInteger() < 60
27,209,r-dbdobkkronxgv05,it is night and the temperature rises above 90 degrees,Night && Temperature Sensor,switch && temperature,on-greater,turn on the AC,Air Conditioner,thermostat,auto,thermostat1.auto(),,FM,Anytime,20-6,Scheduled-time (e.g. |  brew coffee at 7 am),"[[], [], [], [], [], [], [0, 1, 5, 20, 23], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]",t_temperatureMeasurement1.currentTemperature.toInteger() < 90
27,210,r-dbdobkkronxgv05,if the dryer is done (can I do this for my washer |  too?),Clothes Dryer,dryerOperatingState,finished,send a text to my phone,Phone,notification,notify,notify_phone(),,FW,Anytime,"13-17,17-20,20-6",Executed at random (e.g. |  every time I enter the room),"[[], [], [], [], [], [0, 13, 17], [], [], [], [], [], [], [], [], [], [], [], [], [], [4, 15, 18], [15, 18, 22], [], [], [], [], [], [], []]",t_dryerOperatingState1.MachineState == 'finished'
27,211,r-dbdobkkronxgv05,I'm not at home for 15 minutes (possibly use phone GPS?) AND my door is unlocked,null && Door Lock,locationMode && lock,away-unlocked,lock the door,Door Lock,lock,lock,lock1.lock(),,FM,Anytime,"6-11,11-13,13-17",Executed at random (e.g. |  every time I enter the room),"[[], [], [7], [], [], [12], [], [], [], [], [15], [], [], [], [], [], [], [], [], [], [], [8], [], [], [11], [], [], []]",location.mode == 'Away' && t_lock1.lock == 'unlocked'
27,212,r-dbdobkkronxgv05,I'm not at home for 15 minutes AND the garage door is open,null && Garage Door Opener,locationMode && contact,away-open,close the garage door and lock it,Garage Door Opener,door,close,doorControl1.closed(),,FM,Anytime,"6-11,11-13,13-17",Executed at random (e.g. |  every time I enter the room),"[[], [], [], [], [], [], [], [], [], [], [], [], [8, 11, 13], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]",location.mode == 'Away' && t_contactSensor1.contact == 'open'
28,215,r-2tqt79dqgpiwrq5,My alarm goes off,Security Alarm,switch,on,Open the window shade,Shades/Blinds,contact,open,contactSensor1.open(),,FD,Anytime,11-Jun,Executed at random (e.g. |  every time I enter the room),"[[9], [7, 8, 10], [], [7], [6, 7, 9], [6, 7, 8], [6, 9], [9], [], [9], [6, 8, 9], [6, 7, 9, 10], [], [9], [], [6, 8, 10], [6, 9, 10], [7, 10], [], [], [], [], [6, 7], [6], [], [], [8, 9], [6, 8, 9]]",t_switch1.switchState.getValue() == 'on'
28,216,r-2tqt79dqgpiwrq5,The sleep monitor detects that I am awake,Sleep Monitor,sleeping,sleeping,heat water with kettle,Water Heater,switch,on,switch1.on(),,MD,Anytime,11-Jun,Executed at random (e.g. |  every time I enter the room),"[[], [], [6, 7, 8, 9], [], [6, 9], [6, 7, 9, 10], [], [6, 7, 8, 9], [7, 8, 9, 10], [], [6, 7, 8, 9], [7, 8, 9, 10], [], [], [6, 7, 8, 9, 10], [], [7, 8, 9, 10], [6, 7, 9], [], [], [6, 7, 8, 9, 10], [6, 7, 8, 9], [], [6, 7, 9], [], [6, 7, 9, 10], [], []]",t_sleepSensor1.sleeping == 'sleeping'
28,217,r-2tqt79dqgpiwrq5,The sleep monitor detects that I am awake,Sleep Monitor,sleeping,not_sleeping,Have the smart TV turn to the news channel,Smart TV,tvChannel,fixed_number,switch1.on(),,FD,Anytime,11-Jun,Executed at random (e.g. |  every time I enter the room),"[[6, 7], [], [], [6, 8], [], [], [], [], [8, 9, 10], [10], [], [], [], [6, 7], [], [], [], [], [], [], [], [6, 8, 9], [], [9], [8, 9, 10], [], [9], [6, 7]]",t_sleepSensor1.sleeping == 'not sleeping'
28,218,r-2tqt79dqgpiwrq5,Door is open and it is between 8-9:00AM,Door Sensor,door,open,Turn car on and open garage door,Car Automation,door,open,doorControl1.open),&& (time >= 800 && time <= 900),MD,Weekday,anytime,Scheduled-time (e.g. |  brew coffee at 7 am),"[[], [], [], [], [], [], [8], [], [], [], [], [8], [], [8], [], [8], [], [], [], [], [8], [8], [], [8], [8], [], [8], [8]]",t_door1.door == 'open'
28,219,r-2tqt79dqgpiwrq5,It is 8:00PM,Night,switch,on,Turn smart TV on to CNN,Smart TV,switch,on,switch1.on(),time == 2000,FD,Anytime,"17-20,20-6",Scheduled-time (e.g. |  brew coffee at 7 am),"[[20], [20], [], [], [], [], [], [20], [20], [20], [], [20], [], [], [20], [], [], [20], [], [], [20], [20], [], [], [], [20], [20], []]
",t_switch1.switchState.getValue() == 'on'
28,220,r-2tqt79dqgpiwrq5,The sleep monitor detects I am asleep,Sleep Monitor,sleeping,sleeping,Switch electric blanket on,Electric Blanket,switch,on,thermostat1.heat(),,FD,Anytime,20-6,Executed at random (e.g. |  every time I enter the room),"[[2, 3, 20, 21], [1, 20, 21, 22], [3, 4, 21], [2], [21], [0, 2, 3, 5, 22], [5, 20, 22], [], [1, 23], [0, 1, 5, 22], [], [1, 20, 21, 22], [], [], [], [4, 21], [20, 23], [0], [20, 21], [5, 20, 21, 22], [], [1, 2, 4, 21], [], [0, 5, 20, 22, 23], [5], [0, 2, 4], [], [2, 4, 20, 21]]",t_sleepSensor1.sleeping == 'sleeping'
28,221,r-2tqt79dqgpiwrq5,If air quality is below standard,Air Purifier,airQuality,lesser,Turn air purifier on,Air Purifier,switch,on,switch1.on(),,FD,Not sure,not sure,Executed at random (e.g. |  every time I enter the room),"[[5], [], [], [], [], [], [], [9], [0, 2, 3, 4], [0, 7, 15, 20, 23], [9, 10, 22, 23], [], [3, 4], [6, 7, 12, 15], [9, 13, 15], [13, 19], [], [0, 6, 7, 17, 23], [14, 18], [], [], [], [8, 10, 11, 17], [], [], [], [], []]",t_airQualitySensor1.airQuality >5
28,222,r-2tqt79dqgpiwrq5,It is 12:00PM,Noon,switch,on,Turn on robot and set mode to auto,Robot Vacuum,switch,on,switch1.on&& switch1.setMode('auto'),time == 1200,FD,Anytime,13-Nov,Scheduled-time (e.g. |  brew coffee at 7 am),"[[12], [], [], [12], [12], [], [12], [], [12], [12], [12], [], [], [12], [], [], [], [], [], [12], [], [], [12], [12], [], [12], [12], [12]]
",t_switch1.switchState.getValue() == 'on'
29,223,r-1jvctezkfloduml,TIME == 6:00 AM,Morning,switch,on,LIGHT BULB.switch(on),Light Bulb,switch,on,switch1.off(),,FW,Anytime,11-Jun,Scheduled-time (e.g. |  brew coffee at 7 am),"[[], [], [], [], [], [6], [], [], [], [], [], [], [6], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]",t_switch1.switchState.getValue() == 'on'
