UserId,Number,ResponseId,Intersection: 0 = common; 1 = unique,Common app name,Public Smart Apps,Trigger,Action,Trigger Devices,Trigger Capabilities,Trigger Conditions,Action Devices,Action Capabilities,Action Inputs,Trigger Variables,Action Variables,Extra Comment,Frequency,Weeks,Time,Schedule,Execution Indicator
18,140,r-1o0cffm0xxpfhfx,0,Smart turn it on,Every Element,time == 0200,bedroom_switch=off,Morning,switch,t_switch1.switchState.getValue() == 'on',Switches,switch,switch1.off(),on,off,time > 200 && time < 600,FD,Anytime,anytime,Scheduled-time (e.g. |  brew coffee at 7 am),"[[], [], [], [11, 18], [4, 6, 14, 18], [], [3, 8, 12, 16], [], [], [18], [], [], [], [0, 4], [16], [], [], [4, 11], [], [], [2], [], [], [2, 5, 12], [], [3, 14, 16, 17], [13], []]"
18,141,r-1o0cffm0xxpfhfx,0,Smart turn it on,Text Me When There's Motion and I'm Not Here,time>10pm,main_door_lock=lock,Night,switch,t_switch1.switchState.getValue() == 'on',Door Lock,lock,lock1.lock(),on,lock,time > 2200,FD,Anytime,20-6,Scheduled-time (e.g. |  brew coffee at 7 am),"[[23], [], [1, 3, 4, 22], [0, 1, 20, 22], [5, 23], [0, 1, 20, 21, 23], [1, 3, 21], [1, 20, 21], [1, 2, 5, 20], [], [1, 2, 5, 23], [0, 4, 21], [], [4, 5, 20, 22], [], [], [1, 2, 4, 22, 23], [], [0, 2], [], [2, 20], [], [], [0, 2, 4, 20, 23], [1, 5, 20], [], [], []]"
19,142,r-d7vzlpkxh3zs3tp,1,,Curling Iron,"temperature is above ""X"" in living room AND home not on Vacation ","airConditionerMode switch on AND cool until ""Y"" temperature",Temperature Sensor && null,temperature && locationMode,t_temperatureMeasurement1.currentTemperature.toInteger() > 73 && location.mode != 'Vacation',Air Conditioner,thermostat,thermostat1.setCoolingSetpoint(70),greater-home,cool,,FD,Anytime,anytime,Scheduled-time (e.g. |  brew coffee at 7 am),"[[21], [], [8, 9, 11, 13], [], [4, 15, 19, 22], [1, 3, 5, 11], [0, 5], [], [1, 5, 15, 16], [4, 10, 21], [5, 6, 13, 22], [], [7, 10, 12, 16], [], [10], [], [1, 7], [2, 4, 9], [23], [1, 15, 16, 20], [3], [], [], [9, 12, 18], [7, 22, 23], [], [], [7, 13, 14, 19, 23]]"
19,143,r-d7vzlpkxh3zs3tp,0,Smart turn it on,Ecobee (Connect),it is 7:00 a.m. AND is a day that is not Saturday or Sunday.,windowShade Open AND switch on bedroom lights at medium level,Morning,switch,t_switch1.switchState.getValue() == 'on',Light Bulb && Shades/Blinds,switch && contact,contactSensor1.open() && switch1.on(),on,on-open,"time == 700 && time.day == ""weekday""",FW,Weekday,"11,Jun",Scheduled-time (e.g. |  brew coffee at 7 am),"[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [7], [], [], [], [], [], [], [], [7]]"
19,144,r-d7vzlpkxh3zs3tp,0,Smart turn it on,Let There Be Light!,it is 5:30 p.m. AND is a day that is not Saturday or Sunday.,windowShade close AND switch on entryway lights at medium level,Evening,switch,t_switch1.switchState.getValue() == 'on',Light Bulb && Shades/Blinds,switch && contact,contactSensor1.closed() && switch1.on(),on,on-close,"time == 1730 && time.day == ""weekday""",FW,Weekend,17-20,Scheduled-time (e.g. |  brew coffee at 7 am),"[[], [], [], [], [], [], [], [], [], [], [], [], [17], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]"
19,145,r-d7vzlpkxh3zs3tp,1,,Scheduled Mode Change,"Vacation is on AND Gas Sensor odorLevel reach ""X"" OR Water Leak Detector is wet OR carbonMonoxide Level is above ""Y""",message homeowners,CO Detector && Gas Sensor && Water Leak Detector && null,smoke && odorLevel && water && locationMode,location.mode == 'Vacation' && (t_odorSensor1.odorLevel >= 5 || t_waterSensor1.water== 'wet' || t_smokeDetector1.smoke == 'detected'),Phone,notification,notify_phone(),detected-greater-wet-vacation,notify,,NS,Anytime,anytime,Executed at random (e.g. |  every time I enter the room),"[[], [], [], [], [], [2, 11, 12, 18], [], [], [], [], [], [], [], [], [], [17], [], [], [5], [], [], [], [15], [], [], [], [], []]"
19,146,r-d7vzlpkxh3zs3tp,1,,Beacon Control,Vacation is on AND during March to September,setRefrigerationSetpoint higher AND switch off water heater AND set airConditionerMode switch off,null,locationMode,location.mode == 'Vacation',Air Conditioner && Refrigerator && Water Heater,thermostat && thermostat && switch,thermostat1.setCoolingSetpoint(70) && switch1.off() && thermostat2.off(),vacation,off-cool-off," && (time.month >= ""March"" && this.month <= ""September"")",NS,Anytime,anytime,Executed at random (e.g. |  every time I enter the room),"[[], [], [], [], [], [], [], [], [], [], [7, 13, 22], [], [], [5, 6, 15, 17], [], [], [], [], [], [], [], [], [], [], [13], [], [], []]"
19,147,r-d7vzlpkxh3zs3tp,1,,Double Tap,Away AND door open triggers,setAlarmMode both in 60 seconds OR setAlarmMode off if security code inputted,Door Sensor && null,door && locationMode,location.mode == 'Away' && t_door1.door== 'opened',Security Alarm,alarm,alarm1.strobe(),open-away,both,,MD,Anytime,anytime,Executed at random (e.g. |  every time I enter the room),"[[2, 3, 7, 9, 18, 19, 20, 22], [], [12, 13, 17, 18, 20, 23], [], [0, 1, 5, 17, 18, 19, 21], [], [], [], [], [], [], [], [0, 11, 15, 17, 18, 19, 21, 22], [], [1, 2, 3, 4, 7, 11, 15, 16, 22], [], [0, 8, 9, 12, 19, 23], [2, 3, 8, 10, 11, 16, 17, 23], [], [1, 2, 3, 4, 13, 23], [6, 7, 12, 13, 14, 15, 16], [9, 10, 11, 16], [5, 6, 16], [4, 5, 7, 9, 10, 13, 15, 21, 23], [], [], [3, 6, 10, 11, 23], [0, 4, 6, 7, 11, 14]]"
19,148,r-d7vzlpkxh3zs3tp,1,,Brighten Dark Places,Vacation AND door open triggers OR shock detected from windows,setAlarmMode both AND Notify owners AND Call Police OR Security Company,Door Sensor && null,door && locationMode,location.mode == 'Vacation' && (t_door1.door == 'opened' || t_shockSensor1.shock== 'detected'),Phone && Security Alarm,notification && alarm,alarm1.strobe() && notify_phone(),open-vacation,notify-both,,FM,Anytime,anytime,Executed at random (e.g. |  every time I enter the room),"[[], [], [], [], [], [11, 20], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]"
19,149,r-d7vzlpkxh3zs3tp,1,,Mail Arrived,weather is not raining OR between the months of November to February AND after 1:00 a.m.,turn on sprinklers.,Sprinkler,switch,t_switch1.switchState.getValue() == 'on',Sprinkler,switch,switch1.on(),on,on," && (time.month >= ""November"" || time.month <= ""February"") && time >1300",MD,Anytime,anytime,Scheduled-time (e.g. |  brew coffee at 7 am),"[[3, 7, 8, 14, 15, 16], [], [], [2, 10, 18, 22], [0, 6, 7, 11, 15], [], [1, 5, 12, 14, 18, 21, 23], [], [2, 6, 17, 19, 21], [2, 3, 10, 17, 20], [], [], [], [9, 17, 18, 19, 21], [3, 5, 10, 18, 20, 22, 23], [0, 4, 9, 10, 12, 19, 20], [1, 3, 11, 15, 17, 23], [1, 3, 7, 10, 11, 14, 17, 18, 21], [], [1, 3, 4, 6, 9, 14, 19, 21], [6, 13, 14, 17, 18], [], [1, 3, 7, 13, 16, 22], [], [6, 13, 21, 22], [], [0, 2, 7, 8, 9, 15, 17, 22, 23], []]"
20,150,r-2qffk7vxak9ynuv,1,,Sonos Remote Control,motion sensor does not detect any humans,turn off all the lights using switches |  turn off the Air Conditioner |  Fan,Motion Sensor,motion,t_motionSensor1.motion == 'inactive',Air Conditioner && Fan && Light Bulb,thermostat && switch && switch,switch1.off() && thermostat1.off() && switch2.off(),inactive,off-off-off,,FD,Weekday,"11-13,13-17",Executed at random (e.g. |  every time I enter the room),"[[12, 14, 15], [], [], [12, 13], [11, 12, 16], [12, 15, 16], [], [11, 14, 15], [11, 15], [], [11, 12, 13, 15], [11, 16], [], [], [11, 15], [], [11, 15], [11, 12, 14, 15], [12, 13, 15], [], [11, 13], [11, 13, 15], [], [11, 12, 15], [], [12, 13], [11, 12, 15], []]"
20,151,r-2qffk7vxak9ynuv,1,,Turn It On When It Opens,blood pressure monitor reads high or low bp,notify user and switch scene and play music,Blood Pressure Monitor,pressure,t_switch1.switchState.getValue() == 'on',Audio Player && Switches,switch && switch,switch1.on() && switch2.on() && notify_phone(),greater,on-on,,FM,Weekday,17-20,Executed at random (e.g. |  every time I enter the room),"[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [17, 18, 19], [], [], [], [], [], [], [], []]"
20,152,r-2qffk7vxak9ynuv,1,,Flood Alert!,dust detector detects high dust levels,call housekeeper,Dust Detector,dustLevel,t_dustSensor1.dustLevel > 5,Phone,notification,notify_phone(),greater,notify,,FM,Anytime,anytime,Executed at random (e.g. |  every time I enter the room),"[[], [], [], [], [], [], [], [], [], [], [], [], [], [7, 10, 11], [], [], [], [], [], [], [], [], [], [], [], [], [], []]"
20,153,r-2qffk7vxak9ynuv,1,,Brighten My Path,sleep monitor detects me sleeping,use air conditioner to maintain temperature of 70 in the summer and 75 in the winter,Sleep Monitor,sleeping,t_sleepSensor1.sleeping == 'sleeping',Air Conditioner,thermostat,thermostat1.auto(),sleeping,auto,,FW,Anytime,"6-11,20-6",Executed at random (e.g. |  every time I enter the room),"[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [10, 21, 23], [], [], [], [], [], [], []]"
21,154,r-uu0gjxdhptjodkl,1,,Smart Nightlight,CO Detector carbonMonoxide is above 30 AND Gas Sensor is above 30,switch on the speaker AND playTrack in the speaker AND switch on Light Bulb AND setColorValue of Light Bulb red,CO Detector && Gas Sensor,smoke && odorLevel,t_carbonMonoxideDetector1.carbonMonoxideState.getValue() =='detected' && t_odorSensor1.odorLevel > 5,Light Bulb && Speaker,colorValue && switch,switch1.on() && switch2.on() && switch2.setHue(25),detected-greater,fixed_number-on,,NS,Anytime,anytime,Executed at random (e.g. |  every time I enter the room),"[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [20], [], [7, 8, 16], [], [], [], [], [12]]"
21,155,r-uu0gjxdhptjodkl,1,,The Gun Case Moved,will rain today,switch on Light Bulb AND setColorValue of Light Bulb blue,Light Bulb,switch,t_switch1.switchState.getValue() == 'on',Light Bulb,colorValue,switch1.on() && switch1.setHue(25),on,fixed_number,,FW,Anytime,anytime,Executed at random (e.g. |  every time I enter the room),"[[], [], [], [], [], [2, 9, 13, 18], [10, 13], [], [], [], [], [], [], [], [], [], [], [], [], [], [6, 8], [], [], [], [], [], [], [9]]"
21,156,r-uu0gjxdhptjodkl,0,Garage Door Opener,Once a Day,Car Automation presence is True and Button is pressed,Garage Door Opener door open,Button && Car Automation,button && presence,t_presenceSensor1.presenceState.getValue() == 'present' && t_button1.button == 'pushed',Garage Door Opener,door,doorControl1.open(),pushed-present,open,,FD,Weekday,"6-11,17-20",Manually-triggered (e.g. |  a button press),"[[7, 9, 19], [7, 8, 17, 19], [8, 9, 17], [6, 7, 19], [], [], [], [], [7, 10, 17], [8, 10, 17, 19], [6, 10, 19], [], [7, 8, 17, 19], [6, 7, 18], [6, 19], [8, 18], [9, 17, 18], [], [], [], [8, 9, 18, 19], [7, 17], [7, 17, 19], [6, 17, 18], [], [10, 19], [], [6, 17, 18]]"
21,157,r-uu0gjxdhptjodkl,0,Light Follows Me,Smart Care - Detect Motion,Kitchen_Motion Sensor detects motion,switch on Kitchen_Light Bulb,Motion Sensor,motion,t_motionSensor1.motion == 'active',Light Bulb,switch,switch1.on(),active,on,,MD,Anytime,"6-11,17-20,20-6",Executed at random (e.g. |  every time I enter the room),"[[0, 3, 6, 8, 18], [1, 4, 8, 17, 18], [], [], [0, 1, 4, 7, 17, 18], [], [8, 9, 17, 18, 19, 21], [], [], [3, 6, 7, 17, 21, 23], [], [1, 4, 9, 17, 18], [], [], [], [2, 8, 10, 18], [2, 6, 9, 17, 19, 22], [], [3, 6, 7, 8, 17, 21], [6, 17, 18, 22, 23], [9, 18, 19, 20, 23], [3, 9, 10, 17], [4, 7, 18, 21, 23], [1, 5, 6, 9, 17, 18, 19], [], [], [], [3, 6, 8, 17, 19]]"
21,158,r-uu0gjxdhptjodkl,0,Cameras On When I'm Away,Medicine Reminder,Mode mode is Away,switch on Security Camera,null,locationMode,location.mode == 'away',Security Camera,switch,switch1.on(),away,on,,NS,Weekend,anytime,Executed at random (e.g. |  every time I enter the room),"[[], [], [6, 7, 10, 21], [], [], [], [], [], [], [0, 8, 19, 23], [0, 19], [], [], [], [12, 13, 15, 22], [], [1, 18], [], [], [], [], [], [], [], [], [1, 9, 19], [9, 22, 23], []]"
21,159,r-uu0gjxdhptjodkl,1,,LIFX (Connect),Mode mode is Away,switch on Robot Vacuum AND Robot Vacuum robotCleanerTurboMode on,null,locationMode,location.mode == 'away',Robot Vacuum,switch,switch1.on(),away,on,,FW,Weekday,anytime,Scheduled-time (e.g. |  brew coffee at 7 am),"[[], [], [], [], [], [], [4, 14], [], [], [], [], [], [], [], [], [], [], [], [], [4, 5, 12, 18], [], [], [], [], [], [], [], [4, 8, 21]]"
22,160,r-2vk9yonaxojazgc,0,It's Too Cold,Smart Care: Daily Routine,Thermostat.temperature < 72,Air Conditioner.setAirConditionerMode=heat,Thermostat,temperature,t_thermostat1.currentTemperature.toInteger() < 72,Air Conditioner,thermostat,thermostat1.setHeatingSetpoint(80),lesser,heat,,MD,Not sure,anytime,Executed at random (e.g. |  every time I enter the room),"[[], [], [], [], [0, 8, 9, 11, 21, 23], [0, 2, 3, 6, 14, 15, 21], [0, 6, 9, 12, 13, 14, 19, 23], [0, 5, 9, 15, 19], [8, 14, 18, 21, 22, 23], [], [3, 4, 5, 6, 16, 20], [], [], [], [2, 11, 17, 20, 22, 23], [], [0, 8, 12, 18], [], [], [], [], [6, 8, 10, 12, 15, 18, 22, 23], [1, 4, 13, 18, 23], [], [], [], [0, 1, 15, 17, 18, 19], []]"
22,161,r-2vk9yonaxojazgc,0,It's Too Hot,Smart Security,Thermostat.temperature > 78,Air Conditioner.setAirConditionerMode=cool,Thermostat,temperature,t_thermostat1.currentTemperature.toInteger() > 78,Air Conditioner,thermostat,thermostat1.setHeatingSetpoint(60),greater,cool,,MD,Not sure,anytime,Executed at random (e.g. |  every time I enter the room),"[[4, 9, 13, 15, 21], [], [3, 4, 9, 17], [], [], [], [0, 4, 6, 7, 12, 17, 22], [], [3, 4, 7, 13, 18], [], [], [], [4, 7, 8, 16, 17, 19, 20, 21, 22, 23], [], [0, 2, 5, 6, 8, 10, 14, 16, 23], [], [7, 11, 12, 17, 20], [], [1, 3, 6, 10, 12], [1, 4, 6, 7, 11, 12, 15, 16], [], [], [], [], [], [2, 4, 9, 20, 21], [], []]"
22,162,r-2vk9yonaxojazgc,0,Sunrise/Sunset,Big Turn OFF,"Time.time==""Sunset""","start a process of gradually dimming the ""Light Bulb"" intensity",Evening,switch,t_switch1.switchState.getValue() == 'on',Light Bulb,colorValue,switch1.off(),on,fixed_number,,FD,Not sure,20-6,Scheduled-time (e.g. |  brew coffee at 7 am),"[[], [2, 22], [2, 21], [], [3, 21], [20], [1, 20], [21], [4, 5, 21, 22, 23], [23], [], [2, 3], [1], [2, 4, 20, 23], [3], [], [], [], [1, 5, 23], [1, 2, 5, 23], [1, 4, 5, 21], [], [], [], [], [1, 22], [], []]"
22,163,r-2vk9yonaxojazgc,0,Smart Care - Detect Motion,It's Too Cold,Mode.mode==Night,Air Conditioner.switch=off,null,locationMode,location.mode == 'night',Air Conditioner,thermostat,thermostat1.setCoolingSetpoint(70),night,cool,,FD,Not sure,20-6,Scheduled-time (e.g. |  brew coffee at 7 am),"[[0], [], [0, 2, 3, 20], [], [], [2, 3, 5], [], [], [23], [4, 21], [], [4, 22], [], [1, 2, 3], [21], [], [23], [0, 1, 2, 22], [2, 4, 20, 21, 23], [], [0, 1, 20], [0, 2, 20], [2, 3, 5, 20], [], [], [], [], [2, 5, 22, 23]]"
22,164,r-2vk9yonaxojazgc,1,,Sonos Music Modes,Mode.mode==Night AND Glass Break Detector.shock,Security Alarm.alarm=both,Glass Break Detector && null,shock && locationMode,location.mode == 'night' && t_shockSensor1.shock == 'detected',Security Alarm,alarm,alarm1.strobe(),detected-night,both,,FM,Not sure,20-6,Manually-triggered (e.g. |  a button press),"[[], [], [], [], [], [], [], [], [], [], [], [], [1, 22], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [2, 4, 22]]"
22,165,r-2vk9yonaxojazgc,1,,Text Me When It Opens,Mode.mode==Away AND Glass Break Detector.shock,Security Alarm.alarm=both AND send sms/email notification,Glass Break Detector && null,shock && locationMode,location.mode == 'night' && t_shockSensor1.shock == 'detected',Phone && Security Alarm,notification && alarm,alarm1.strobe() && notify_phone(),detected-away,notify-both,,FM,Not sure,anytime,Manually-triggered (e.g. |  a button press),"[[], [], [], [], [], [], [], [], [0,2], [], [], [], [], [], [], [], [22], [], [], [], [], [], [3], [], [], [], [], []]"
23,166,r-qve1jdont5blk9p,0,Garage Door Opener,Keep Me Cozy,"it is 6am AND the external_factor of  ""Weather Station"" is rainy_day",notify_mobile_sms,Morning && Weather Station,switch && rain,t_switch1.switchState.getValue() == 'on',Phone,notification,notify_phone(),on-on,notify,,FD,Anytime,"11,Jun",Scheduled-time (e.g. |  brew coffee at 7 am),"[[], [6], [6], [6], [6], [], [], [], [6], [6], [], [6], [], [6], [], [6], [6], [], [], [6], [6], [], [], [6], [6], [], [], [6]]
"
23,167,r-qve1jdont5blk9p,1,,Notify Me With Hue,"it is later 9:00 pm AND device ""Audio Player"" is on",Set the max volume of device to 50%,Audio Player && Night,switch && switch,t_switch1.switchState.getValue() == 'on',Audio Player,volume,volume1.volume(50),on-on,fixed_number,,FD,Anytime,20-6,Executed at random (e.g. |  every time I enter the room),"[[0, 1], [], [22], [], [], [], [4], [], [], [4, 22], [2, 5, 20, 21], [], [], [0, 2, 3, 4], [2, 5, 23], [3, 4, 20, 21], [0, 3, 5, 21, 22], [], [4], [22], [2, 22, 23], [], [3], [1, 4, 21], [21, 22], [1], [3, 22], []]"
23,168,r-qve1jdont5blk9p,0,Switch Changes Mode,Undead Early Warning,"it is vacation mode AND device ""Security Camera"" is off",switch device on,Security Camera && null,switch && locationMode,t_switch1.switchState.getValue() == 'off',Security Camera,switch,switch1.on(),off-vacation,on,,NS,Anytime,anytime,Executed at random (e.g. |  every time I enter the room),"[[], [], [0, 15, 17], [], [], [], [2, 15, 16, 20], [], [], [], [], [], [3, 4, 13, 19, 22], [], [], [], [], [], [], [], [], [1, 22], [4, 11, 15, 17], [], [], [], [], []]"
23,169,r-qve1jdont5blk9p,0,Switch Changes Mode,Rise and Shine,geo_location is away,"switch device ""Security Camera"" on",null,locationMode,location.mode == 'away',Security Camera,switch,switch1.on(),away,on,,FD,Anytime,anytime,Executed at random (e.g. |  every time I enter the room),"[[11, 18, 20, 21], [], [0, 5, 6, 16, 20], [], [], [3, 14, 19, 20], [], [20, 23], [], [2, 6, 12, 15], [0, 7, 15], [10, 14, 16], [], [3, 4, 12, 16, 19], [11, 22], [10, 11], [0, 1, 15, 21], [], [], [], [], [], [], [], [11], [2, 4, 13, 16], [1, 4], [20]]"
24,170,r-2qrfx322k6h4h84,1,,Presence Change Push,AirPurifier.airQuality is bad,AirPuritfier.switch off,Air Purifier,airQuality,t_airQualitySensor1.airQuality >5,Air Purifier,switch,switch1.off(),lesser,off,,FW,Not sure,not sure,Executed at random (e.g. |  every time I enter the room),"[[], [], [], [], [], [], [], [], [], [], [], [], [8, 16, 18], [4, 14, 21], [], [], [], [], [], [], [], [], [], [], [], [], [], [4, 7, 14, 23]]"
24,171,r-2qrfx322k6h4h84,0,Single Button Controller,Energy Saver,LivingRoom_SceneSwitch.button[off] is pressed,Smart TV.swith=off AND LivingRoom.LighBulb.switch off,Switches,switch,t_switch1.switchState.getValue() == 'off',Light Bulb && Smart TV,switch && switch,switch1.off() && switch2.off(),off,off-off,,FD,Anytime,"17-20,20-6",Manually-triggered (e.g. |  a button press),"[[], [18, 22], [3, 5, 17, 18], [], [5, 18], [19, 20, 23], [], [1, 17, 20], [0, 1, 18, 19], [], [3, 18], [3, 17, 23], [], [0, 18, 19], [], [4, 18, 19], [17, 23], [4, 5, 18, 19], [], [], [17, 19, 21], [1, 17, 19, 20], [4, 17, 18], [19, 23], [1, 4, 17, 19], [1, 19], [3, 18, 20], [17, 19, 20]]"
24,172,r-2qrfx322k6h4h84,0,Single Button Controller,Foscam (Connect),Bedroom_SceneSwitch.button[off] is pressed,Bedroom.LighBulb.switch off,Switches,switch,t_switch1.switchState.getValue() == ' off',Light Bulb,switch,switch1.off(),off,off,,FD,Anytime,"17-20,20-6",Manually-triggered (e.g. |  a button press),"[[], [], [3, 19], [], [], [], [], [17, 22], [18, 19, 22], [5, 19], [0, 18], [18, 23], [], [], [0, 18, 19], [1, 17], [], [0, 3, 17, 18], [5, 17, 18], [], [18, 19, 20], [1, 2, 17, 19], [0, 18, 23], [5, 17], [], [], [], [4, 17, 19, 23]]"
24,173,r-2qrfx322k6h4h84,0,Single Button Controller,Dry the Wetspot,SetAwayMode_Button.button is pressed,LivingRoom_SceneSwitch.button press off AND Bedroom_SceneSwitch.button press off AND AirPurifier.switch off,Button,button,t_button1.button == 'pushed',AirPurifier && Scene_Switch,switch && switch,switch1.off() && switch2.off(),pushed,off-off,,FD,Anytime,"11,Jun",Manually-triggered (e.g. |  a button press),"[[], [6, 8], [], [], [7, 9, 10], [], [], [6, 7, 10], [], [7, 9, 10], [8, 9, 10], [8], [6, 7, 9], [6, 7, 8], [7, 8], [6], [], [7], [7, 9], [10], [9, 10], [7, 10], [6, 9, 10], [], [], [7], [], [6, 7, 9]]"
25,174,r-3ipotbc3nlghkjp,0,It's Too Hot,The Big Switch,The house temperature reads higher than 70 degrees,turn on the air conditioner device until the temperature is below 70 degrees.,Temperature Sensor,temperature,t_temperatureMeasurement1.currentTemperature.toInteger() > 70,Air Conditioner,thermostat,thermostat1.setCoolingSetpoint(70),greater,cool,,MD,Anytime,"11-13,13-17",Executed at random (e.g. |  every time I enter the room),"[[], [12, 15], [], [], [11, 12, 13], [11, 12, 13, 15, 16], [], [], [12, 13], [], [], [11, 12, 13, 15], [11, 12, 14, 15], [11, 12, 14, 16], [11, 12, 13, 14, 15], [11, 14], [], [11, 13, 16], [], [], [], [], [], [11, 15, 16], [], [11, 12, 13, 15], [], []]"
25,175,r-3ipotbc3nlghkjp,0,It's Too Hot,Elder Care: Slip & Fall,The air is measured by the air cooler to be higher than 70 degrees,turn the air cooler device on for 1 hour,Air Cooler,temperature,t_temperatureMeasurement1.currentTemperature.toInteger() > 70,Air Cooler,switch,thermostat1.auto(),greater,on,,MD,Anytime,"11-13,13-17",Executed at random (e.g. |  every time I enter the room),"[[], [11, 12, 14], [11, 13, 14, 15], [], [], [11, 12, 13], [], [], [11, 14], [], [11, 16], [11, 12, 14, 15, 16], [11, 12, 14, 16], [11, 12, 13, 14, 15], [], [], [12, 15], [], [], [11, 12, 16], [11, 12, 13, 16], [], [], [], [], [11, 12, 13, 15], [11, 12, 15, 16], []]"
25,176,r-3ipotbc3nlghkjp,1,,NFC Tag Toggle,The clothes in the clothes dryer are wet,set the dryer mode to low heat and turn on the state of the clothes dryer device to ready,Clothes Dryer,water,t_waterSensor1.water=='wet',Clothes Dryer,dryerMode,dryerMode1.setDryerMode('lowHeat'),wet,fixed_state,time == 700,FW,Weekend,17-20,Executed at random (e.g. |  every time I enter the room),"[[], [], [], [], [], [17, 18], [18], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [18], [17, 18]]"
25,177,r-3ipotbc3nlghkjp,0,Smart turn it on,Bon Voyage,the time is 7:00 a.m,turn on the coffee maker and brew 3 cups of coffee,Morning,switch,t_switch1.switchState.getValue() == 'on',Coffee Maker,switch,switch1.on(),on,on,time == 2100,FW,Anytime,"11,Jun",Scheduled-time (e.g. |  brew coffee at 7 am),"[[], [], [], [], [], [], [7], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [7], [7]]"
25,178,r-3ipotbc3nlghkjp,0,Smart turn it on,Smart Auto Lock / Unlock,the time is 9:00 p.m,turn on the bedroom fan device to a medium speed until 9 a.m,Night,switch,t_switch1.switchState.getValue() == 'on',Fan,fanSpeed,switch1.on() && switch1.setFanSpeed(5),on,fixed_number,"time == 1800 && (time.month >= ""May"" && time.month <= ""August"")",FW,Anytime,20-6,Scheduled-time (e.g. |  brew coffee at 7 am),"[[], [], [], [], [], [21], [], [], [], [], [], [], [21], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]"
25,179,r-3ipotbc3nlghkjp,0,Smart turn it on,OpenT2T SmartApp Test,the time is 6:00 p.m AND the date is between May and August,turn on the sprinkler device for 1 hour.,Evening,switch,t_switch1.switchState.getValue() == 'on',Sprinkler,switch,switch1.on(),on,on,,NS,Weekday,17-20,Scheduled-time (e.g. |  brew coffee at 7 am),"[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [17, 18], [], [18], [], [], []]"
25,180,r-3ipotbc3nlghkjp,1,,Smart Energy Service,the dishwasher detects a weight greater than 10 pounds between both racks of the washer,set the state of the dishwasher to ready,Dishwasher,weight,t_switch1.switchState.getValue() == 'on',Dishwasher,dishwasherMode,dishwasherMode.setMachineState('ready'),greater,fixed_state,,FD,Anytime,"17-20,20-6",Executed at random (e.g. |  every time I enter the room),"[[0, 19, 20], [17, 18, 20, 22], [17, 23], [], [], [], [], [], [18, 19, 21, 23], [], [], [], [], [], [], [], [], [], [], [18, 19, 20], [], [], [], [], [2, 17, 19, 20], [], [], [4, 5, 18, 19]]"
25,181,r-3ipotbc3nlghkjp,1,,CO2 Vent,the time is 10 p.m AND a code has not been entered to the Door Lock device,lock all exterior doors to the house.,Door Lock && Night,lock && switch,t_lock1.lock == 'unlocked',Door Lock,lock,lock1.lock(),unlocked-on,lock,,FW,Anytime,20-6,Scheduled-time (e.g. |  brew coffee at 7 am),"[[], [], [], [], [], [], [], [], [], [], [], [], [], [3], [], [], [], [], [], [], [], [], [], [], [], [], [], []]"
26,182,r-2qjrtmibdxbo1cq,0,Smart turn it on,Thermostat Auto Off,9:00 in the morning,Turn the coffee machine on,Morning,switch,t_switch1.switchState.getValue() == 'on',Coffee Maker,switch,switch1.on(),on,on,,FW,Anytime,"11,Jun",Scheduled-time (e.g. |  brew coffee at 7 am),"[[], [], [], [], [], [], [7, 8, 9], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [6, 7]]"
26,183,r-2qjrtmibdxbo1cq,0,Smart turn it on,Whole House Fan,9:30,Turn the coffee machine off,Morning,switch,t_switch1.switchState.getValue() == 'on',Coffee Maker,switch,switch1.off(),on,off,,FW,Anytime,"11,Jun",Scheduled-time (e.g. |  brew coffee at 7 am),"[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [7, 10], [6, 8, 9, 10], [], [], [], [], [], [], []]"
27,184,r-dbdobkkronxgv05,1,,Netatmo (Connect),the water leak detector detects water,send a text to my phone,Water Leak Detector,water,t_waterSensor1.water == 'wet',Phone,notification,notify_phone(),wet,notify,,NS,Anytime,anytime,Executed at random (e.g. |  every time I enter the room),"[[], [], [], [], [], [8], [4, 10, 12, 22], [], [], [], [], [], [4, 17], [], [], [], [3, 19], [], [], [], [], [], [], [], [], [], [], [2, 8, 20]]"
