UserId,Number,ResponseId,Trigger,Intersection: 0 = common; 1 = unique ,Common app name,,,Action,Trigger Devices,Trigger Capabilities,Trigger Conditions,Action Devices,Action Capabilities,Action Inputs,Trigger variables,Action Variables,Extra Comment,,,,Frequency,Weeks,Time,Schedule,Execution Indicator
15,140,r-3nx4ykulhibisap,(the presence sensor is not detected for more than 1 hour OR the time is between 1AM and 5:30AM) AND the door is unlocked,0,Smart Auto Lock / Unlock,,,lock the door,Presence Sensor && Door Lock,presenceSensor && lock,t_presenceSensor1.presenceState.getValue() == 'not present' && t_lock1.lock== 'unlocked',Door Lock,lock,lock1.lock(),not present-unlocked,lock,,,,,FW,Anytime,"11-13,13-17,20-6",Scheduled-time (e.g. |  brew coffee at 7 am) | Executed at random (e.g. |  every time I enter the room),"[[], [], [], [], [], [], [], [], [], [], [], [], [], [1, 12, 14], [], [], [], [], [], [], [], [], [], [], [], [], [], [4, 11, 15]]"
15,141,r-3nx4ykulhibisap,the presence sensor is not detected for more than 1 hour,0,Smart Auto Lock / Unlock,,,turn all of the switches off,Presence Sensor,presenceSensor,t_presenceSensor1.presenceState.getValue() == 'not present',Switch,switch,switch1.off(),not present,off,,,,,FW,Weekday,"11-13,13-17",Executed at random (e.g. |  every time I enter the room),"[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [12, 13, 16], [12, 13, 14]]"
15,142,r-3nx4ykulhibisap,the blinds are closed AND the time is between 10AM and 6PM AND the motion sensor does not detect motion,1,,,,open the blinds,Shades/Blinds && Motion Sensor,windowShade && motionSensor,t_contactSensor1.contact== 'closed' && t_motionSensor1.motion == 'inactive',Shades/Blinds,contactSensor,contactSensor1.open(),closed-inactive,open,,,,,FD,Weekday,"6-11,11-13",Scheduled-time (e.g. |  brew coffee at 7 am) | Executed at random (e.g. |  every time I enter the room),"[[8, 10, 11], [], [], [], [6, 10, 12], [], [], [8, 11], [], [6, 12], [], [6, 7, 11], [8, 10, 12], [], [], [6, 12], [], [], [], [], [6, 11], [], [], [], [8, 9, 11], [], [], [6, 7, 11, 12]]"
16,143,r-3xzdlarl09jzqjp,I am not at home AND door opens AND time is later than 5:00,0,Bon Voyage,,,turn on the light bulb AND turn on the air conditioner,null && Door Sensor,locationMode && doorControl,location.mode == 'away' && t_door1.door== 'open',Light Bulb && Air Conditioner,switch && thermostat,switch1.on() && thermostat1.auto(),away-open,on-auto,,,,,FD,Anytime,17-20,Executed at random (e.g. |  every time I enter the room),"[[], [], [], [17, 18], [], [17, 18, 19], [18, 19], [], [], [17, 18, 19], [17, 18], [], [19], [], [18, 19], [], [], [], [18], [], [], [], [19], [17, 19], [], [], [], [17, 19]]"
16,144,r-3xzdlarl09jzqjp,I was at home AND door opens AND I am not at home now,0,Bon Voyage,,,turn off the air conditioner,null && Door Sensor,locationMode && doorControl,location.mode == 'home' && t_door1.door == 'open',Air Conditioner,thermostat,thermostat1.off(),open-home,off,,,,,FD,Anytime,"11,Jun",Executed at random (e.g. |  every time I enter the room),"[[], [], [], [7, 8], [6, 10], [], [7], [], [], [7, 8], [10], [], [], [], [7, 9, 10], [], [6, 9], [], [6, 7, 10], [], [6], [7, 9, 10], [7, 8, 10], [8, 9, 10], [7], [6, 9], [], []]"
16,145,r-3xzdlarl09jzqjp,I am home and I clap twice shortly,1,,,,turn on the speaker,null,locationMode,location.mode == 'home',Speaker,switch,switch1.on(),home,on,,,,,FD,Weekend,"6-11,13-17,17-20",Manually-triggered (e.g. |  a button press),"[[10, 15, 19], [10, 13, 19], [9, 13, 18], [], [], [], [], [8, 13, 18], [7, 15, 19], [10, 14, 18], [6, 14, 19], [], [7, 14, 17], [7, 16, 19], [10, 16, 17], [9, 16, 18], [], [9, 16, 19], [], [], [6, 14, 18], [], [7, 15, 19], [10, 16, 18], [], [], [], [6, 14, 19]]"
16,146,r-3xzdlarl09jzqjp,I am home and I say Light Now,1,,,,turn on the light bulb,Google Home Keyword 1,switch,t_switch1.switchState.getValue() == 'on',Light Bulb,switch,switch1.on(),on,on,,,,,FD,Anytime,"17-20,20-6",Manually-triggered (e.g. |  a button press),"[[], [17, 18, 21], [0, 17, 18], [17, 22], [5, 18, 21], [0, 18, 23], [], [], [4, 17, 18], [], [], [1, 17], [], [4, 17, 18, 20], [], [1, 2, 19], [4, 5, 19], [], [], [18, 23], [18, 19, 23], [1, 18, 19, 20], [3, 17], [], [5, 17], [19, 21], [17, 19, 22], []]"
16,147,r-3xzdlarl09jzqjp,I am home and I say Dark Now,1,,,,turn off the light bulb,Google Home Keyword 2,switch,t_switch1.switchState.getValue() == 'on',Light Bulb,switch,switch1.off(),on,off,,,,,FD,Anytime,"17-20,20-6",Manually-triggered (e.g. |  a button press),"[[], [], [], [], [2, 17, 18], [], [], [4, 18, 20], [], [], [], [4, 18], [], [18, 20], [], [], [2, 17], [1, 19, 23], [], [], [], [1, 17, 18, 22], [4, 17, 18], [17, 19, 21], [], [0, 19], [1, 2, 17], [18, 22]]"
17,148,r-2saqrygf5yuztxa,the value of the temperature sensor is above 80,0,It's Too Hot,,,switch on the air conditioner,Temperature Sensor,temperatureMeasurement,t_temperatureMeasurement1.currentTemperature.toInteger() > 80,Air Conditioner,thermostat,thermostat1.auto(),greater,auto,,,,,MD,Anytime,"11-13,13-17",Executed at random (e.g. |  every time I enter the room),"[[], [11, 13, 15, 16], [], [11, 12, 13, 16], [11, 14, 16], [], [11, 13, 14, 16], [12, 14], [11, 12, 14, 15, 16], [], [], [11, 13, 14, 16], [], [], [], [], [12, 13, 15], [11, 12, 14, 15], [12, 15, 16], [], [12, 13, 15], [], [12, 13, 15], [11, 13, 15], [], [11, 12, 15], [11, 12, 13, 14, 15], []]"
17,149,r-2saqrygf5yuztxa,the value of the temperature sensor is above 85,0,It's Too Hot,,,setRapidCooling on,Temperature Sensor,temperatureMeasurement,t_temperatureMeasurement1.currentTemperature.toInteger() > 85,Thermostat,thermostat,thermostat1.setRapidCooling('on'),greater,rapid_cool,,,,,FM,Anytime,13-17,Executed at random (e.g. |  every time I enter the room),"[[], [], [], [], [], [14], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]"
17,150,r-2saqrygf5yuztxa,the value of the humidity sensor is above 60,0,Auto Humidity Vent,,,switch on the humidifier.,Humidity Sensor,humidity,t_relativeHumidityMeasurement1.humidity>60,Humidifier,switch,switch1.on(),greater,on,,,,,FW,Anytime,anytime,Executed at random (e.g. |  every time I enter the room),"[[], [], [], [], [], [], [5, 6, 9, 10, 22], [], [], [], [], [], [], [8], [], [], [], [], [], [], [], [], [], [], [], [], [], [9, 11, 15, 21]]"
17,151,r-2saqrygf5yuztxa,It is NIGHT and the value of the illuminance is low,0,Lighting Director,,,switch on the light bulbs and set colorMode warm,Illuminance Sensor,illuminance,t_illuminanceMeasurement1.illuminance < 5,Light Bulb,switch,switch1.on() && switch1.setHue(25),lesser,on-fixed_number,,,,,MD,Anytime,"17-20,20-6",Scheduled-time (e.g. |  brew coffee at 7 am),"[[], [], [], [4, 17, 18, 20], [], [3, 4, 18, 19, 22, 23], [3, 4, 19, 21], [2, 4, 5, 17, 18], [], [], [], [], [4, 5, 17, 19], [], [2, 5, 17, 19], [17, 18, 19, 23], [], [2, 4, 17, 18, 19], [], [], [0, 17, 19, 20, 21, 22], [1, 2, 3, 4, 5, 18, 19], [], [2, 5, 17, 18, 22, 23], [], [18, 19, 21], [], [2, 5, 18, 19, 22]]"
18,152,r-1o0cffm0xxpfhfx,temperature < 23 C OR temperature > 30C,0,Thermostat Mode Director,,,level=24,Temperature Sensor,temperatureMeasurement,t_temperatureMeasurement1.currentTemperature.toInteger() < 73 || t_temperatureMeasurement1.currentTemperature.toInteger() > 86,Thermostat,thermostat,thermostat1.setHeatingSetpoint(60),lesser|greater,heat,,,,,NS,Not sure,not sure,Scheduled-time (e.g. |  brew coffee at 7 am),"[[], [], [], [3, 8], [], [], [], [], [], [], [], [], [], [], [], [], [], [2, 6], [10], [], [], [], [], [], [], [], [], [1, 5, 13, 15, 17]]"
18,153,r-1o0cffm0xxpfhfx,(day==Saturday or day==Sunday) AND time==2pm,0,Smart turn it on,,,switch=on,External Time 1,switch,t_switch1.switchState.getValue() == 'on',Switch,switch,switch1.on(),on,on,"(time.day == ""Saturday"" || time.day == ""Sunday"") && time == 1400",,,,FW,Weekend,13-17,Scheduled-time (e.g. |  brew coffee at 7 am),"[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [14, 15, 16], []]"
18,154,r-1o0cffm0xxpfhfx,2am<time<6pm,0,Smart turn it on,,,bedroom_switch=off,External Time 2,switch,t_switch1.switchState.getValue() == 'on',Switch,switch,switch1.off(),on,off,time > 200 && time < 600,,,,FD,Anytime,anytime,Scheduled-time (e.g. |  brew coffee at 7 am),"[[], [], [], [11, 18], [4, 6, 14, 18], [], [3, 8, 12, 16], [], [], [18], [], [], [], [0, 4], [16], [], [], [4, 11], [], [], [2], [], [], [2, 5, 12], [], [3, 14, 16, 17], [13], []]"
18,155,r-1o0cffm0xxpfhfx,time>10pm,0,Smart turn it on,,,main_door_lock=lock,External Time 3,switch,t_switch1.switchState.getValue() == 'on',Door Lock,lock,lock1.lock(),on,lock,time > 2200,,,,FD,Anytime,20-6,Scheduled-time (e.g. |  brew coffee at 7 am),"[[23], [], [1, 3, 4, 22], [0, 1, 20, 22], [5, 23], [0, 1, 20, 21, 23], [1, 3, 21], [1, 20, 21], [1, 2, 5, 20], [], [1, 2, 5, 23], [0, 4, 21], [], [4, 5, 20, 22], [], [], [1, 2, 4, 22, 23], [], [0, 2], [], [2, 20], [], [], [0, 2, 4, 20, 23], [1, 5, 20], [], [], []]"
19,156,r-d7vzlpkxh3zs3tp,"temperature is above ""X"" in living room AND home not on Vacation ",1,,,,"airConditionerMode switch on AND cool until ""Y"" temperature",Temperature Sensor && null,temperatureMeasurement && locationMode,t_temperatureMeasurement1.currentTemperature.toInteger() > 73 && location.mode != 'Vacation',Air Conditioner,thermostat,thermostat1.setCoolingSetpoint(70),greater-home|greater-away|greater-night,cool,,,,,FD,Anytime,anytime,Scheduled-time (e.g. |  brew coffee at 7 am),"[[21], [], [8, 9, 11, 13], [], [4, 15, 19, 22], [1, 3, 5, 11], [0, 5], [], [1, 5, 15, 16], [4, 10, 21], [5, 6, 13, 22], [], [7, 10, 12, 16], [], [10], [], [1, 7], [2, 4, 9], [23], [1, 15, 16, 20], [3], [], [], [9, 12, 18], [7, 22, 23], [], [], [7, 13, 14, 19, 23]]"
19,157,r-d7vzlpkxh3zs3tp,"temperature is below ""X"" in living room AND home not on Vacation ",1,,,,"airConditionerMode switch on AND heat until ""Y"" temperature",Temperature Sensor && null,temperatureMeasurement && locationMode,t_temperatureMeasurement1.currentTemperature.toInteger() < 73 && location.mode != 'Vacation',Air Conditioner,thermostat,thermostat1.setHeatingSetpoint(70),lesser-home|lesser-away|lesser-night,heat,,,,,FD,Anytime,anytime,Scheduled-time (e.g. |  brew coffee at 7 am),"[[], [5], [4, 19], [0, 8, 12, 21, 22], [6, 13, 17], [5, 20], [4, 15, 21], [], [2, 23], [], [6], [], [], [], [], [7], [], [], [1, 6, 8, 10, 12], [17, 19, 22], [], [], [15, 22], [], [9, 12], [3, 6, 12, 17], [12, 20], [4, 9]]"
19,158,r-d7vzlpkxh3zs3tp,it is 7:00 a.m. AND is a day that is not Saturday or Sunday.,0,Smart turn it on,,,windowShade Open AND switch on bedroom lights at medium level,External Time 1,switch,t_switch1.switchState.getValue() == 'on',Shades/Blinds && Light Bulb,contactSensor && switch,contactSensor1.open() && switch1.on(),on,open-on,"time == 700 && time.day == ""weekday""",,,,FW,Weekday,"11,Jun",Scheduled-time (e.g. |  brew coffee at 7 am),"[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [7], [], [], [], [], [], [], [], [7]]"
19,159,r-d7vzlpkxh3zs3tp,it is 5:30 p.m. AND is a day that is not Saturday or Sunday.,0,Smart turn it on,,,windowShade close AND switch on entryway lights at medium level,External Time 2,switch,t_switch1.switchState.getValue() == 'on',Shades/Blinds && Light Bulb,contactSensor && switch,contactSensor1.closed() && switch1.on(),on,closed-on,"time == 1730 && time.day == ""weekday""",,,,FW,Weekend,17-20,Scheduled-time (e.g. |  brew coffee at 7 am),"[[], [], [], [], [], [], [], [], [], [], [], [], [17], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]"
19,160,r-d7vzlpkxh3zs3tp,"Vacation is on AND Gas Sensor odorLevel reach ""X"" OR Water Leak Detector is wet OR carbonMonoxide Level is above ""Y""",1,,,,message homeowners,null && Gas Sensor && Water Leak Detector && CO Detector,locationMode && odorSensor && waterSensor && smokeDetector,location.mode == 'Vacation' && (t_odorSensor1.odorLevel >= 5 || t_waterSensor1.water== 'wet' || t_smokeDetector1.smoke == 'detected'),Phone,sms,notify_phone(),greater|wet|detected-vacation,notify,,,,,NS,Anytime,anytime,Executed at random (e.g. |  every time I enter the room),"[[], [], [], [], [], [2, 11, 12, 18], [], [], [], [], [], [], [], [], [], [17], [], [], [5], [], [], [], [15], [], [], [], [], []]"
19,161,r-d7vzlpkxh3zs3tp,"Vacation is off AND Gas Sensor odorLevel reach ""X"" OR Water Leak Detector is wet OR carbonMonoxide Level is above ""Y""",1,,,,trigger alarms AND message homeowners on specific system problem,null && Gas Sensor && Water Leak Detector && CO Detector,locationMode && odorSensor && waterSensor && smokeDetector,location.mode != 'Vacation' && (t_odorSensor1.odorLevel >= 5 || t_waterSensor1.water== 'wet' || t_smokeDetector1.smoke == 'detected'),Security Alarm && Phone,alarm && sms,alarm1.strobe(),greater|wet|detected-home|away|night,both,,,,,NS,Anytime,anytime,Executed at random (e.g. |  every time I enter the room),"[[], [], [], [], [], [], [], [], [], [], [4, 5, 14, 15], [3, 11, 16, 20], [], [], [], [], [], [], [], [], [], [], [], [], [11, 23], [], [], []]"
19,162,r-d7vzlpkxh3zs3tp,Vacation is on AND during March to September,1,,,,setRefrigerationSetpoint higher AND switch off water heater AND set airConditionerMode switch off,null,locationMode,location.mode == 'Vacation',Refrigerator && Water Heater && Air Conditioner,thermostat && switch && thermostat,thermostat1.setCoolingSetpoint(70) && switch1.off() && thermostat2.off(),vacation,cool-off-off," && (time.month >= ""March"" && this.month <= ""September"")",,,,NS,Anytime,anytime,Executed at random (e.g. |  every time I enter the room),"[[], [], [], [], [], [], [], [], [], [], [7, 13, 22], [], [], [5, 6, 15, 17], [], [], [], [], [], [], [], [], [], [], [13], [], [], []]"
19,163,r-d7vzlpkxh3zs3tp,Away AND door open triggers,1,,,,setAlarmMode both in 60 seconds OR setAlarmMode off if security code inputted,null && Door Sensor,locationMode && doorControl,location.mode == 'Away' && t_door1.door== 'opened',Security Alarm,alarm,alarm1.strobe(),opened-away,both,,,,,MD,Anytime,anytime,Executed at random (e.g. |  every time I enter the room),"[[2, 3, 7, 9, 18, 19, 20, 22], [], [12, 13, 17, 18, 20, 23], [], [0, 1, 5, 17, 18, 19, 21], [], [], [], [], [], [], [], [0, 11, 15, 17, 18, 19, 21, 22], [], [1, 2, 3, 4, 7, 11, 15, 16, 22], [], [0, 8, 9, 12, 19, 23], [2, 3, 8, 10, 11, 16, 17, 23], [], [1, 2, 3, 4, 13, 23], [6, 7, 12, 13, 14, 15, 16], [9, 10, 11, 16], [5, 6, 16], [4, 5, 7, 9, 10, 13, 15, 21, 23], [], [], [3, 6, 10, 11, 23], [0, 4, 6, 7, 11, 14]]"
19,164,r-d7vzlpkxh3zs3tp,Vacation AND door open triggers OR shock detected from windows,1,,,,setAlarmMode both AND Notify owners AND Call Police OR Security Company,null && Door Sensor && Glass Break Detector,locationMode && doorControl && shockSensor,location.mode == 'Vacation' && (t_door1.door == 'opened' || t_shockSensor1.shock== 'detected'),Security Alarm && Phone,alarm && notification,alarm1.strobe() && notify_phone(),opened|detected-vacation,both-notify,,,,,FM,Anytime,anytime,Executed at random (e.g. |  every time I enter the room),"[[], [], [], [], [], [11, 20], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]"
19,165,r-d7vzlpkxh3zs3tp,weather is not raining OR between the months of November to February AND after 1:00 a.m.,1,,,,turn on sprinklers.,Sprinkler,switch,t_switch1.switchState.getValue() == 'on',Sprinkler,switch,switch1.on(),on,on," && (time.month >= ""November"" || time.month <= ""February"") && time >1300",,,,MD,Anytime,anytime,Scheduled-time (e.g. |  brew coffee at 7 am),"[[3, 7, 8, 14, 15, 16], [], [], [2, 10, 18, 22], [0, 6, 7, 11, 15], [], [1, 5, 12, 14, 18, 21, 23], [], [2, 6, 17, 19, 21], [2, 3, 10, 17, 20], [], [], [], [9, 17, 18, 19, 21], [3, 5, 10, 18, 20, 22, 23], [0, 4, 9, 10, 12, 19, 20], [1, 3, 11, 15, 17, 23], [1, 3, 7, 10, 11, 14, 17, 18, 21], [], [1, 3, 4, 6, 9, 14, 19, 21], [6, 13, 14, 17, 18], [], [1, 3, 7, 13, 16, 22], [], [6, 13, 21, 22], [], [0, 2, 7, 8, 9, 15, 17, 22, 23], []]"
20,166,r-2qffk7vxak9ynuv,motion sensor does not detect any humans,1,,,,turn off all the lights using switches |  turn off the Air Conditioner |  Fan,Motion Sensor,motionSensor,t_motionSensor1.motion == 'inactive',Light Bulb && Air Conditioner && Fan,switch && thermostat && switch,switch1.off() && thermostat1.off() && switch2.off(),inactive,off-off-off,,,,,FD,Weekday,"11-13,13-17",Executed at random (e.g. |  every time I enter the room),"[[12, 14, 15], [], [], [12, 13], [11, 12, 16], [12, 15, 16], [], [11, 14, 15], [11, 15], [], [11, 12, 13, 15], [11, 16], [], [], [11, 15], [], [11, 15], [11, 12, 14, 15], [12, 13, 15], [], [11, 13], [11, 13, 15], [], [11, 12, 15], [], [12, 13], [11, 12, 15], []]"
20,167,r-2qffk7vxak9ynuv,blood pressure monitor reads high or low bp,1,,,,notify user and switch scene and play music,Blood Pressure Monitor,pressure,t_switch1.switchState.getValue() == 'on',Switch && Audio Player,switch && switch,switch1.on() && switch2.on() && notify_phone(),on,on-on-notify,,,,,FM,Weekday,17-20,Executed at random (e.g. |  every time I enter the room),"[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [17, 18, 19], [], [], [], [], [], [], [], []]"
20,168,r-2qffk7vxak9ynuv,dust detector detects high dust levels,1,,,,call housekeeper,Dust Detector,dustLevel,t_dustSensor1.dustLevel > 5,Phone,call,notify_phone(),greater,notify,,,,,FM,Anytime,anytime,Executed at random (e.g. |  every time I enter the room),"[[], [], [], [], [], [], [], [], [], [], [], [], [], [7, 10, 11], [], [], [], [], [], [], [], [], [], [], [], [], [], []]"
20,169,r-2qffk7vxak9ynuv,sleep monitor detects me sleeping,1,,,,use air conditioner to maintain temperature of 70 in the summer and 75 in the winter,Sleep Sensor,sleeping,t_sleepSensor1.sleeping == 'sleeping',Air Conditioner,thermostat,thermostat1.auto(),sleeping,auto,,,,,FW,Anytime,"6-11,20-6",Executed at random (e.g. |  every time I enter the room),"[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [10, 21, 23], [], [], [], [], [], [], []]"
21,170,r-uu0gjxdhptjodkl,CO Detector carbonMonoxide is above 30 AND Gas Sensor is above 30,1,,,,switch on the speaker AND playTrack in the speaker AND switch on Light Bulb AND setColorValue of Light Bulb red,CO Detector && Gas Sensor,carbonMonoxideDetector && odorSensor,t_carbonMonoxideDetector1.carbonMonoxideState.getValue() =='detected' && t_odorSensor1.odorLevel > 5,Speaker && Light Bulb,switch && switch,switch1.on() && switch2.on() && switch2.setHue(25),detected-greater,on-on-fixed_number,,,,,NS,Anytime,anytime,Executed at random (e.g. |  every time I enter the room),"[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [20], [], [7, 8, 16], [], [], [], [], [12]]"
21,171,r-uu0gjxdhptjodkl,will rain today,1,,,,switch on Light Bulb AND setColorValue of Light Bulb blue,Light Bulb,switch,t_switch1.switchState.getValue() == 'on',Light Bulb,switch,switch1.on() && switch1.setHue(25),on,on-fixed_number,,,,,FW,Anytime,anytime,Executed at random (e.g. |  every time I enter the room),"[[], [], [], [], [], [2, 9, 13, 18], [10, 13], [], [], [], [], [], [], [], [], [], [], [], [], [], [6, 8], [], [], [], [], [], [], [9]]"
21,172,r-uu0gjxdhptjodkl,Car Automation presence is True and Button is pressed,0,Garage Door Opener,,,Garage Door Opener door open,Car Automation && Button,presenceSensor && button,t_presenceSensor1.presenceState.getValue() == 'present' && t_button1.button == 'pushed',Garage Door Opener,doorControl,doorControl1.open(),present-pushed,open,,,,,FD,Weekday,"6-11,17-20",Manually-triggered (e.g. |  a button press),"[[7, 9, 19], [7, 8, 17, 19], [8, 9, 17], [6, 7, 19], [], [], [], [], [7, 10, 17], [8, 10, 17, 19], [6, 10, 19], [], [7, 8, 17, 19], [6, 7, 18], [6, 19], [8, 18], [9, 17, 18], [], [], [], [8, 9, 18, 19], [7, 17], [7, 17, 19], [6, 17, 18], [], [10, 19], [], [6, 17, 18]]"
21,173,r-uu0gjxdhptjodkl,Kitchen_Motion Sensor detects motion,0,Light Follows Me,,,switch on Kitchen_Light Bulb,Motion Sensor,motionSensor,t_motionSensor1.motion == 'active',Light Bulb,switch,switch1.on(),active,on,,,,,MD,Anytime,"6-11,17-20,20-6",Executed at random (e.g. |  every time I enter the room),"[[0, 3, 6, 8, 18], [1, 4, 8, 17, 18], [], [], [0, 1, 4, 7, 17, 18], [], [8, 9, 17, 18, 19, 21], [], [], [3, 6, 7, 17, 21, 23], [], [1, 4, 9, 17, 18], [], [], [], [2, 8, 10, 18], [2, 6, 9, 17, 19, 22], [], [3, 6, 7, 8, 17, 21], [6, 17, 18, 22, 23], [9, 18, 19, 20, 23], [3, 9, 10, 17], [4, 7, 18, 21, 23], [1, 5, 6, 9, 17, 18, 19], [], [], [], [3, 6, 8, 17, 19]]"
21,174,r-uu0gjxdhptjodkl,Mode mode is Away,0,Cameras On When I'm Away,,,switch on Security Camera,null,locationMode,location.mode == 'away',Security Camera,switch,switch1.on(),away,on,,,,,NS,Weekend,anytime,Executed at random (e.g. |  every time I enter the room),"[[], [], [6, 7, 10, 21], [], [], [], [], [], [], [0, 8, 19, 23], [0, 19], [], [], [], [12, 13, 15, 22], [], [1, 18], [], [], [], [], [], [], [], [], [1, 9, 19], [9, 22, 23], []]"
21,175,r-uu0gjxdhptjodkl,Mode mode is Away,1,,No Vaccum robots,,switch on Robot Vacuum AND Robot Vacuum robotCleanerTurboMode on,null,locationMode,location.mode == 'away',Robot Vacuum,switch,switch1.on(),away,on,,,,,FW,Weekday,anytime,Scheduled-time (e.g. |  brew coffee at 7 am),"[[], [], [], [], [], [], [4, 14], [], [], [], [], [], [], [], [], [], [], [], [], [4, 5, 12, 18], [], [], [], [], [], [], [], [4, 8, 21]]"
22,176,r-2sybfbmp9gvwezw,TemperatureSensor temperature > 90 F AND Person in the house,0,Make it So,,,switch air conditioner on AND set temperature to 80 AND Garage door close,Temperature Sensor && Presence Sensor,temperatureMeasurement && presenceSensor,t_temperatureMeasurement1.currentTemperature.toInteger() > 90 && t_presenceSensor1.presenceState.getValue() == 'present',Air Conditioner && Thermostat && Garage Door Opener,thermostat && thermostat && doorControl,thermostat1.auto() && thermostat1.seHeatingSetPoint(79) && doorControl1.closed(),greater-present,auto-heat-closed,,,,,FD,Anytime,20-6,Executed at random (e.g. |  every time I enter the room),"[[], [], [3, 22], [], [0, 2], [], [1, 3, 21], [2], [0, 2, 4], [], [0, 5, 21], [], [], [], [23], [], [1, 2, 4, 22], [], [], [], [], [2, 3, 5, 23], [], [3, 5, 21], [], [], [], [2, 5, 20]]"
23,177,r-2vk9yonaxojazgc,Thermostat.temperature < 72,0,It's Too Cold,,,Air Conditioner.setAirConditionerMode=heat,Thermostat,thermostat,t_thermostat1.currentTemperature.toInteger() < 72,Air Conditioner,thermostat,thermostat1.setHeatingSetpoint(80),lesser,heat,,,,,MD,Not sure,anytime,Executed at random (e.g. |  every time I enter the room),"[[], [], [], [], [0, 8, 9, 11, 21, 23], [0, 2, 3, 6, 14, 15, 21], [0, 6, 9, 12, 13, 14, 19, 23], [0, 5, 9, 15, 19], [8, 14, 18, 21, 22, 23], [], [3, 4, 5, 6, 16, 20], [], [], [], [2, 11, 17, 20, 22, 23], [], [0, 8, 12, 18], [], [], [], [], [6, 8, 10, 12, 15, 18, 22, 23], [1, 4, 13, 18, 23], [], [], [], [0, 1, 15, 17, 18, 19], []]"
23,178,r-2vk9yonaxojazgc,Thermostat.temperature > 78,0,It's Too Hot,,,Air Conditioner.setAirConditionerMode=cool,Thermostat,thermostat,t_thermostat1.currentTemperature.toInteger() > 78,Air Conditioner,thermostat,thermostat1.setHeatingSetpoint(60),greater,heat,,,,,MD,Not sure,anytime,Executed at random (e.g. |  every time I enter the room),"[[4, 9, 13, 15, 21], [], [3, 4, 9, 17], [], [], [], [0, 4, 6, 7, 12, 17, 22], [], [3, 4, 7, 13, 18], [], [], [], [4, 7, 8, 16, 17, 19, 20, 21, 22, 23], [], [0, 2, 5, 6, 8, 10, 14, 16, 23], [], [7, 11, 12, 17, 20], [], [1, 3, 6, 10, 12], [1, 4, 6, 7, 11, 12, 15, 16], [], [], [], [], [], [2, 4, 9, 20, 21], [], []]"
23,179,r-2vk9yonaxojazgc,"Time.time==""Sunset""",0,Sunrise/Sunset,,,"start a process of gradually dimming the ""Light Bulb"" intensity",External Time 1,switch,t_switch1.switchState.getValue() == 'on',Light Bulb,switch,switch1.off(),on,off,,,,,FD,Not sure,20-6,Scheduled-time (e.g. |  brew coffee at 7 am),"[[], [2, 22], [2, 21], [], [3, 21], [20], [1, 20], [21], [4, 5, 21, 22, 23], [23], [], [2, 3], [1], [2, 4, 20, 23], [3], [], [], [], [1, 5, 23], [1, 2, 5, 23], [1, 4, 5, 21], [], [], [], [], [1, 22], [], []]"
23,180,r-2vk9yonaxojazgc,Mode.mode==Night,0,Smart Care - Detect Motion,,,Air Conditioner.switch=off,null,locationMode,location.mode == 'night',Air Conditioner,thermostat,thermostat1.setCoolingSetpoint(70),night,cool,,,,,FD,Not sure,20-6,Scheduled-time (e.g. |  brew coffee at 7 am),"[[0], [], [0, 2, 3, 20], [], [], [2, 3, 5], [], [], [23], [4, 21], [], [4, 22], [], [1, 2, 3], [21], [], [23], [0, 1, 2, 22], [2, 4, 20, 21, 23], [], [0, 1, 20], [0, 2, 20], [2, 3, 5, 20], [], [], [], [], [2, 5, 22, 23]]"
23,181,r-2vk9yonaxojazgc,Mode.mode==Night AND Glass Break Detector.shock,1,,No Glass break,,Security Alarm.alarm=both,null && Glass Break Detector,locationMode && shockSensor,location.mode == 'night' && t_shockSensor1.shock == 'detected',Security Alarm,alarm,alarm1.strobe(),detected-night,both,,,,,FM,Not sure,20-6,Manually-triggered (e.g. |  a button press),"[[], [], [], [], [], [], [], [], [], [], [], [], [1, 22], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [2, 4, 22]]"
23,182,r-2vk9yonaxojazgc,Mode.mode==Away AND Glass Break Detector.shock,1,,,,Security Alarm.alarm=both AND send sms/email notification,null && Glass Break Detector,locationMode && shockSensor,location.mode == 'night' && t_shockSensor1.shock == 'detected',Security Alarm && Phone,alarm && notification,alarm1.strobe() && notify_phone(),detected-night,both-notify,,,,,FM,Not sure,anytime,Manually-triggered (e.g. |  a button press),"[[], [], [], [], [], [], [], [], [0,2], [], [], [], [], [], [], [], [22], [], [], [], [], [], [3], [], [], [], [], []]"
